,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
2995,mxnet.contrib.ndarray.CTCLoss,blank_label,"Set the label that is reserved for blank label.If ""first"", 0-th label is reserved, and label values for tokens in the vocabulary are between `1` and `alphabet_size-1`, and the padding mask is `-1`. If ""last"", last label value `alphabet_size-1` is reserved for blank label instead, and label values for tokens in the vocabulary are between `0` and `alphabet_size-2`, and the padding mask is `0`.",Set the PARAM that is reserved for blank PARAM If QSTR CONSTANT_NUM th PARAM is reserved and PARAM values for tokens in the vocabulary are between CONSTANT_NUM and alphabet_size CONSTANT_NUM and the padding mask is CONSTANT_NUM,,,,,,
2996,mxnet.contrib.ndarray.hawkesll,marks,"Shape (N, T) the marks (process ids)",Shape BSTR,,BSTR,,,,
2997,mxnet.contrib.ndarray.hawkesll,alpha,"Shape (K,) The infectivity factor (branching ratio) for each process",Shape BSTR for each process,,BSTR,,,,
2998,mxnet.ndarray.op.broadcast_axis,size,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
2999,mxnet.ndarray.contrib.quantized_conv,dilate,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3000,mxnet.contrib.ndarray.quantized_conv,dilate,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3001,mxnet.ndarray.op.sample_poisson,shape,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3002,mxnet.ndarray.op.broadcast_axes,axis,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3003,mxnet.contrib.ndarray.DeformableConvolution,stride,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3004,mxnet.ndarray.op.Pooling,pad,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3005,mxnet.ndarray.op.Convolution,dilate,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3006,mxnet.ndarray.op.Pooling,stride,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3007,mxnet.contrib.ndarray.quantized_pooling,stride,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3008,mxnet.ndarray.sample_poisson,shape,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3009,mxnet.ndarray.broadcast_axis,size,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3010,mxnet.ndarray.contrib.AdaptiveAvgPooling2D,output_size,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3011,mxnet.ndarray.slice_like,axes,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,int,,1,"[0,inf)",,BSTR
3012,mxnet.ndarray.GridGenerator,target_shape,"DD: Shape(tuple), optional, default=[0,0]",Shape BSTR optional default BSTR,int,,1,"[0,inf)",,BSTR
3013,mxnet.ndarray.op.GridGenerator,target_shape,"DD: Shape(tuple), optional, default=[0,0]",Shape BSTR optional default BSTR,int,,1,"[0,inf)",,BSTR
3014,mxnet.ndarray.random_normal,shape,"DD: Shape(tuple), optional, default=None",Shape BSTR optional default None,int,,1,"[0,inf)",,BSTR
3015,mxnet.ndarray.ravel_multi_index,shape,"DD: Shape(tuple), optional, default=None",Shape BSTR optional default None,int,,1,"[0,inf)",,BSTR
3016,mxnet.ndarray.random_poisson,shape,"DD: Shape(tuple), optional, default=None",Shape BSTR optional default None,int,,1,"[0,inf)",,BSTR
3017,mxnet.ndarray.op.random_negative_binomial,shape,"DD: Shape(tuple), optional, default=None",Shape BSTR optional default None,int,,1,"[0,inf)",,BSTR
3018,mxnet.ndarray.random_randint,shape,"DD: Shape(tuple), optional, default=None",Shape BSTR optional default None,int,,1,"[0,inf)",,BSTR
3019,mxnet.ndarray.op.reverse,axis,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3020,mxnet.ndarray.contrib.DeformableConvolution,kernel,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3021,mxnet.ndarray.reverse,axis,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3022,mxnet.ndarray.tile,reps,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3023,mxnet.contrib.ndarray.DeformableConvolution,kernel,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3024,mxnet.ndarray.op.scatter_nd,shape,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3025,mxnet.ndarray.pad,pad_width,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3026,mxnet.ndarray.ROIPooling,pooled_size,"DD: Shape(tuple), required",Shape BSTR required,int,,1,"[0,inf)",,BSTR
3027,mxnet.contrib.ndarray.hawkesll,lda,"Shape (N, K) The intensity for each of the K processes, for each sample",Shape BSTR The intensity for each of the K processes for each sample,,BSTR,,,,
3028,mxnet.visualization.plot_network,shape,"Specifies the shape of the input tensors. If specified, the visualization will include the shape of the tensors between the nodes. shape is a dictionary mapping input symbol names (str) to the corresponding tensor shape (tuple).",shape is a D_STRUCTURE mapping input PARAM names BSTR,,,,,,
3029,mxnet.ndarray.op.scatter_nd,shape,Shape of output.,Shape of output,int,,1,"[0,inf)",,
3030,mxnet.ndarray.ravel_multi_index,shape,Shape of the array into which the multi-indices apply.,Shape of the D_STRUCTURE into which the multi indices apply,int,,1,"[0,inf)",,
3031,mxnet.ndarray.random_normal,shape,Shape of the output.,Shape of the output,int,,1,"[0,inf)",,
3032,mxnet.ndarray.random_poisson,shape,Shape of the output.,Shape of the output,int,,1,"[0,inf)",,
3033,mxnet.ndarray.op.random_negative_binomial,shape,Shape of the output.,Shape of the output,int,,1,"[0,inf)",,
3034,mxnet.ndarray.random_randint,shape,Shape of the output.,Shape of the output,int,,1,"[0,inf)",,
3035,mxnet.ndarray.op.nansum,axis,"DD: Shape or None, optional, default=None",Shape or None optional default None,int,,1,"[0,inf)",,
3036,mxnet.ndarray.max_axis,axis,"DD: Shape or None, optional, default=None",Shape or None optional default None,int,,1,"[0,inf)",,
3037,mxnet.ndarray.squeeze,axis,"DD: Shape or None, optional, default=None",Shape or None optional default None,int,,1,"[0,inf)",,
3038,mxnet.ndarray.min,axis,"DD: Shape or None, optional, default=None",Shape or None optional default None,int,,1,"[0,inf)",,
3039,mxnet.ndarray.broadcast_like,rhs_axes,"DD: Shape or None, optional, default=None",Shape or None optional default None,int,,1,"[0,inf)",,
3040,mxnet.ndarray.op.max_axis,axis,"DD: Shape or None, optional, default=None",Shape or None optional default None,int,,1,"[0,inf)",,
3041,mxnet.ndarray.op.sample_poisson,shape,Shape to be sampled from each random distribution.,Shape to be sampled from each random distribution,int,,1,"[0,inf)",,
3042,mxnet.ndarray.sample_poisson,shape,Shape to be sampled from each random distribution.,Shape to be sampled from each random distribution,int,,1,"[0,inf)",,
3043,mxnet.ndarray.random.gamma,beta,The scale of the gamma distribution. Should be greater than zero. Default is equal to 1.,Should be greater than zero,,,,"[0,inf)",,
3044,mxnet.ndarray.op.RNN,projection_size,size of project size,size of project size,int,,,"[0,inf)",,
3045,mxnet.gluon.nn.AvgPool3D,pool_size,Size of the average pooling windows.,Size of the average pooling windows,int,,,"[0,inf)",,
3046,mxnet.gluon.contrib.nn.SparseEmbedding,input_dim,"Size of the vocabulary, i.e. maximum integer index + 1.",Size of the vocabulary i e,int,,,"[0,inf)",,
3047,mxnet.ndarray.hard_sigmoid,alpha,Slope of hard sigmoid,Slope of hard sigmoid,,,,,,
3048,mxnet.ndarray.op.hard_sigmoid,alpha,Slope of hard sigmoid,Slope of hard sigmoid,,,,,,
3049,mxnet.image.imresize,src,source image,source image,numeric,,,,,
3050,mxnet.ndarray.slice_axis,data,Source input,Source input,,,,,,
3051,mxnet.contrib.ndarray.backward_gradientmultiplier,data,source input,source input,,,,,,
3052,mxnet.ndarray.slice,data,Source input,Source input,,,,,,
3053,mxnet.contrib.ndarray.arange_like,step,Spacing between values.,Spacing between values,,,,,,
3054,mxnet.ndarray.arange,step,Spacing between values. The default step size is 1.,Spacing between values,,,,,,
3055,mxnet.gluon.nn.Conv1D,dilation,Specifies the dilation rate to use for dilated convolution.,Specifies the dilation rate to use for dilated convolution,,,,,,
3056,mxnet.gluon.nn.Conv2D,dilation,Specifies the dilation rate to use for dilated convolution.,Specifies the dilation rate to use for dilated convolution,,,,,,
3057,mxnet.ndarray.GridGenerator,target_shape,"Specifies the output shape (H, W). This is required if transformation type is affine. If transformation type is warp, this parameter is ignored.",Specifies the output shape BSTR,int,BSTR,1,"[0,inf)",,
3058,mxnet.ndarray.op.GridGenerator,target_shape,"Specifies the output shape (H, W). This is required if transformation type is affine. If transformation type is warp, this parameter is ignored.",Specifies the output shape BSTR,int,BSTR,1,"[0,inf)",,
3059,mxnet.visualization.plot_network,shape,"Specifies the shape of the input tensors. If specified, the visualization will include the shape of the tensors between the nodes. shape is a dictionary mapping input symbol names (str) to the corresponding tensor shape (tuple).",Specifies the shape of the input D_STRUCTURE,int,,1,"[0,inf)",,
3060,mxnet.gluon.nn.Conv1D,strides,Specify the strides of the convolution.,Specify the strides of the convolution,int,,,"[0,inf)",,
3061,mxnet.gluon.nn.Conv2D,strides,Specify the strides of the convolution.,Specify the strides of the convolution,int,,,"[0,inf)",,
3062,mxnet.contrib.ndarray.quantized_batch_norm,axis,Specify which shape axis the channel is specified,Specify which shape axis the channel is specified,int,,0,,,
3063,mxnet.ndarray.linspace,start,Start of interval.,Start of interval,numeric,,,,,
3064,mxnet.ndarray.random.randn,out,Store output to an existing NDArray.,Store output to an existing D_STRUCTURE,,,,,,D_STRUCTURE
3065,mxnet.ndarray.random.negative_binomial,out,Store output to an existing NDArray.,Store output to an existing D_STRUCTURE,,,,,,D_STRUCTURE
3066,mxnet.ndarray.random.generalized_negative_binomial,out,Store output to an existing NDArray.,Store output to an existing D_STRUCTURE,,,,,,D_STRUCTURE
3067,mxnet.ndarray.op.Pooling,stride,"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension.",Stride for pooling BSTR,int,,,"[0,inf)",,
3068,mxnet.contrib.ndarray.quantized_pooling,stride,"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension.",Stride for pooling BSTR,int,,,"[0,inf)",,
3069,mxnet.ndarray.op.Correlation,stride1,stride1 quantize data1 globally,stride1 quantize PARAM globally,int,,,"[0,inf)",,
3070,mxnet.ndarray.Correlation,stride2,stride2 quantize data2 within the neighborhood centered around data1,stride2 quantize PARAM within the neighborhood centered around PARAM,int,,,"[0,inf)",,
3071,mxnet.ndarray.op.UpSampling,multi_input_mode,"How to handle multiple input. concat means concatenate upsampled images along the channel dimension. sum means add all images together, only available for nearest neighbor upsampling.",sum means add all images together only available for nearest neighbor upsampling,,,,,,
3072,mxnet.ndarray.op.reshape_like,lhs_begin,Defaults to 0. The beginning index along which the lhs dimensions are to be reshaped. Supports negative indices.,Supports negative indices,,,,,,
3073,mxnet.ndarray.reshape_like,rhs_begin,Defaults to 0. The beginning index along which the rhs dimensions are to be used for reshaping. Supports negative indices.,Supports negative indices,,,,,,
3074,mxnet.ndarray.op.broadcast_axis,size,Target sizes of the broadcasting axes.,Target sizes of the broadcasting axes,int,,,"[0,inf)",,
3075,mxnet.ndarray.broadcast_axis,size,Target sizes of the broadcasting axes.,Target sizes of the broadcasting axes,int,,,"[0,inf)",,
3076,mxnet.ndarray.softmin,temperature,Temperature parameter in softmax,Temperature parameter in softmax,,,,,,
3077,mxnet.gluon.nn.ELU,alpha,"The alpha parameter as described by Clevert et al, 2016",The alpha parameter as described by Clevert et al CONSTANT_NUM,,,,,,
3078,mxnet.ndarray.signum_update,wd_lh,The amount of weight decay that does not go into gradient/momentum calculationsotherwise do weight decay algorithmically only.,The amount of PARAM decay that does not go into gradient PARAM calculationsotherwise do PARAM decay algorithmically only,int,,0,"[0,inf)",,
3079,mxnet.ndarray.op.signum_update,wd_lh,The amount of weight decay that does not go into gradient/momentum calculationsotherwise do weight decay algorithmically only.,The amount of PARAM decay that does not go into gradient PARAM calculationsotherwise do PARAM decay algorithmically only,int,,0,"[0,inf)",,
3080,mxnet.ndarray.sparse.row_sparse_array,arg1,The argument to help instantiate the row sparse ndarray. See above for further details.,The argument to help instantiate the row sparse D_STRUCTURE,,,,,,
3081,mxnet.ndarray.op.broadcast_axes,axis,The axes to perform the broadcasting.,The axes to perform the broadcasting,int,,,,,
3082,mxnet.ndarray.softmax,axis,The axis along which to compute softmax.,The axis along which to compute softmax,int,,0,,,
3083,mxnet.ndarray.op.repeat,axis,"The axis along which to repeat values. The negative numbers are interpreted counting from the backward. By default, use the flattened input array, and return a flat output array.",The axis along which to repeat values,int,,0,,,
3084,mxnet.gluon.utils.split_data,batch_axis,The axis along which to slice.,The axis along which to slice,int,,0,,,
3085,mxnet.ndarray.split_v2,axis,"The axis along which to split, default is 0.",The axis along which to split default is CONSTANT_NUM,int,,0,,,
3086,mxnet.ndarray.take,axis,"The axis of input array to be taken.For input tensor of rank r, it could be in the range of [-r, r-1]",The axis of input D_STRUCTURE to be taken For input D_STRUCTURE of rank r it could be in the range of BSTR,int,,0,,,
3087,mxnet.gluon.contrib.nn.Concurrent,axis,The axis on which to concatenate the outputs.,The axis on which to concatenate the outputs,int,,0,,,
3088,mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",The axis or axes along which to perform the reduction,int,,0,,,
3089,mxnet.ndarray.max_axis,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",The axis or axes along which to perform the reduction,int,,0,,,
3090,mxnet.ndarray.min,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",The axis or axes along which to perform the reduction,int,,0,,,
