,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
1114,torch.nn.AdaptiveMaxPool3d,return_indices,"if `True`, will return the indices along with the outputs. Useful to pass to nn.MaxUnpool3d. Default: `False`",Useful to pass to nn MaxUnpool3d,,,,,,
1115,torch.nn.utils.rnn.pad_sequence,padding_value,value for padded elements. Default: 0.,value for padded elements,,,,,,
1116,torch.where,y,values selected at indices where `condition` is `False`,values selected at indices where PARAM is CONSTANT_BOOL,,,,,,
1117,torch.where,x,values selected at indices where `condition` is `True`,values selected at indices where PARAM is CONSTANT_BOOL,,,,,,
1118,torch.addmv,vec,vector to be multiplied,D_STRUCTURE to be multiplied,,,1,,,D_STRUCTURE
1119,torch.nn.AvgPool3d,count_include_pad,"when True, will include the zero-padding in the averaging calculation",when CONSTANT_BOOL will include the zero PARAM in the averaging calculation,bool,,0,,,
1120,torch.nn.functional.avg_pool2d,count_include_pad,"when True, will include the zero-padding in the averaging calculation. Default: `True`",when CONSTANT_BOOL will include the zero PARAM in the averaging calculation,bool,,0,,,
1121,torch.nn.functional.avg_pool3d,ceil_mode,"when True, will use ceil instead of floor in the formula to compute the output shape",when CONSTANT_BOOL will use ceil instead of floor in the formula to compute the output shape,bool,,0,,,
1122,torch.nn.quantized.functional.avg_pool2d,ceil_mode,"when True, will use ceil instead of floor in the formula to compute the output shape. Default: `False`",when CONSTANT_BOOL will use ceil instead of floor in the formula to compute the output shape,bool,,0,,,
1123,torch.nn.MaxPool3d,ceil_mode,"when True, will use ceil instead of floor to compute the output shape",when CONSTANT_BOOL will use ceil instead of floor to compute the output shape,bool,,0,,,
1124,torch.nn.MaxPool1d,ceil_mode,"when True, will use ceil instead of floor to compute the output shape",when CONSTANT_BOOL will use ceil instead of floor to compute the output shape,bool,,0,,,
1125,torch.nn.AvgPool2d,ceil_mode,"when True, will use ceil instead of floor to compute the output shape",when CONSTANT_BOOL will use ceil instead of floor to compute the output shape,bool,,0,,,
1126,torch.nn.SoftMarginLoss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",When QSTR is CONSTANT_BOOL returns a loss per batch element instead and ignores PARAM,,,,,,
1127,torch.nn.MSELoss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",When QSTR is CONSTANT_BOOL returns a loss per batch element instead and ignores PARAM,,,,,,
1128,torch.nn.functional.nll_loss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",When QSTR is CONSTANT_BOOL returns a loss per batch element instead and ignores PARAM,,,,,,
1129,torch.lobpcg,niter,"maximum number of iterations. When reached, the iteration process is hard-stopped and the current approximation of eigenpairs is returned. For infinite iteration but until convergence criteria is met, use -1.",When reached the iteration process is hard stopped and the current approximation of eigenpairs is returned,,,,,,
1130,torch.var_mean,keepdim,whether the output tensor has `dim` retained or not.,whether the output D_STRUCTURE has PARAM retained or not,bool,,0,,,
1131,torch.var,keepdim,whether the output tensor has `dim` retained or not.,whether the output D_STRUCTURE has PARAM retained or not,bool,,0,,,
1132,torch.prod,keepdim,whether the output tensor has `dim` retained or not.,whether the output D_STRUCTURE has PARAM retained or not,bool,,0,,,
1133,torch.norm,keepdim,whether the output tensors have `dim` retained or not. Ignored if `dim` = `None` and `out` = `None`. Default: `False`,whether the output D_STRUCTURE have PARAM retained or not,bool,,0,,,
1134,torch.combinations,with_replacement,whether to allow duplication in combination,whether to allow duplication in combination,bool,,0,,,
1135,torch.unique,return_inverse,Whether to also return the indices for where elements in the original input ended up in the returned unique list.,Whether to also return the indices for where elements in the original PARAM ended up in the returned unique D_STRUCTURE,bool,,0,,,
1136,torch.hub.list,force_reload,whether to discard the existing cache and force a fresh download. Default is False.,whether to discard the existing cache and force a fresh download,bool,,0,,,
1137,torch.multinomial,replacement,whether to draw with replacement or not,whether to draw with replacement or not,bool,,0,,,
1138,torch.unique,sorted,Whether to sort the unique elements in ascending order before returning as output.,Whether to sort the unique elements in ascending order before returning as output,bool,,0,,,
1139,torch.std,unbiased,whether to use the unbiased estimation or not,whether to use the unbiased estimation or not,bool,,0,,,
1140,torch.var,unbiased,whether to use the unbiased estimation or not,whether to use the unbiased estimation or not,bool,,0,,,
1141,torch.std_mean,unbiased,whether to use the unbiased estimation or not,whether to use the unbiased estimation or not,bool,,0,,,
1142,torch.std2,unbiased,whether to use the unbiased estimation or not,whether to use the unbiased estimation or not,bool,,0,,,
1143,torch.autograd.grad,inputs,Inputs w.r.t. which the gradient will be returned (and not accumulated into `.grad`).,which the gradient will be returned and not accumulated into grad,bool,,0,,,
1144,torch.distributed.recv,src,Source rank. Will receive from any process if unspecified.,Will receive from any process if unspecified,,,,,,
1145,torch.jit.trace,check_trace,"Check if the same inputs run through traced code produce the same outputs. Default: `True`. You might want to disable this if, for example, your network contains non- deterministic ops or if you are sure that the network is correct despite a checker failure.",You might want to disable this if for example your network contains non deterministic ops or if you are sure that the network is correct despite a checker failure,,,,,,
1146,torch.jit.save,_extra_files,Map from filename to contents which will be stored as part of 'f'.,Map from filename to contents which will be stored as part of QSTR,,,,,,
1147,torch.einsum,*operands,The operands to compute the Einstein sum of.,The operands to compute the Einstein sum of,,,,,,
1148,torch.nn.init.uniform_,a,the lower bound of the uniform distribution,the lower bound of the uniform distribution,numeric,,,,,
1149,torch.tensordot,a,Left tensor to contract,Left D_STRUCTURE to contract,,,,,,D_STRUCTURE
1150,torch.nn.Transformer,activation,"the activation function of encoder/decoder intermediate layer, relu or gelu (default=relu).",the activation function of encoder decoder intermediate layer relu or gelu default relu,,,,,,
1151,torch.nn.BatchNorm1d,affine,"a boolean value that when set to `True`, this module has learnable affine parameters. Default: `True`",a D_TYPE value that when set to CONSTANT_BOOL this module has learnable affine parameters,D_TYPE,,0,,,
1152,torch.nn.BatchNorm1d,affine,"a boolean value that when set to `True`, this module has learnable affine parameters. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
1153,torch.nn.BatchNorm3d,affine,"a boolean value that when set to `True`, this module has learnable affine parameters. Default: `True`",a D_TYPE value that when set to CONSTANT_BOOL this module has learnable affine parameters,D_TYPE,,0,,,
1154,torch.nn.BatchNorm3d,affine,"a boolean value that when set to `True`, this module has learnable affine parameters. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
1155,torch.nn.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'linear'`, `'bilinear'`, `'bicubic'` or `'trilinear'`. Default: `False`",Default CONSTANT_BOOL,bool,,0,,,
1156,torch.nn.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'linear'`, `'bilinear'`, `'bicubic'` or `'trilinear'`. Default: `False`",Geometrically we consider the pixels of the PARAM and output as squares rather than points,,,,,,
1157,torch.nn.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'linear'`, `'bilinear'`, `'bicubic'` or `'trilinear'`. Default: `False`",If set to CONSTANT_BOOL the PARAM and output D_STRUCTURE are aligned by the center points of their corner pixels preserving the values at the corner pixels,bool,,0,,,
1158,torch.nn.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'linear'`, `'bilinear'`, `'bicubic'` or `'trilinear'`. Default: `False`",If set to CONSTANT_BOOL the PARAM and output D_STRUCTURE are aligned by the corner points of their corner pixels and the interpolation uses edge value padding for out of boundary values making this operation independent of PARAM PARAM when PARAM is kept the same,bool,,0,,,
1159,torch.nn.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'linear'`, `'bilinear'`, `'bicubic'` or `'trilinear'`. Default: `False`",This only has an effect when PARAM is QSTR,,,,,,
1160,torch.nn.LocalResponseNorm,alpha,multiplicative factor. Default: 0.0001,Default CONSTANT_NUM,bool,,0,,,
1161,torch.nn.LocalResponseNorm,alpha,multiplicative factor. Default: 0.0001,multiplicative factor,numeric,,,,,
1162,torch.nn.utils.prune.random_unstructured,amount,"quantity of parameters to prune. If `float`, should be between 0.0 and 1.0 and represent the fraction of parameters to prune. If `int`, it represents the absolute number of parameters to prune.",If D_TYPE it represents the absolute number of parameters to prune,D_TYPE,,0,"[0,inf)",,
1163,torch.nn.utils.prune.random_unstructured,amount,"quantity of parameters to prune. If `float`, should be between 0.0 and 1.0 and represent the fraction of parameters to prune. If `int`, it represents the absolute number of parameters to prune.",If D_TYPE should be between CONSTANT_NUM and represent the fraction of parameters to prune,D_TYPE,,0,"[0,inf)",,
1164,torch.nn.utils.prune.random_unstructured,amount,"quantity of parameters to prune. If `float`, should be between 0.0 and 1.0 and represent the fraction of parameters to prune. If `int`, it represents the absolute number of parameters to prune.",quantity of parameters to prune,int,,0,"[0,inf)",,
