API,Error messages,# timeout,# clusters,exception ratio,# inputs,"# exceptions, # dtype permutes",# valid permutes,valid permute ratio
join,"* Expected list for 'inputs' argument to 'string_join' Op, not 'Cqot\x0c+?7ng53fy_%\r]\\v-kP dYw,.K@c*Mg4DoWMQ27bb[)\tz$%N)2N3h0H31};XFOW$\x0c\t&oV3-Gbo:P\x0b{\x0brdM\'53Ypf#W!;X;+\r5hB\teg#?4U\x0c~UZ@srGY4^R%JH#kH\tv)\x0cfPY+1JR^97)rC\x0bJ)2{\nbhx=&,zO-\\/|~bk%8ClsZMo&F\n0\tzL4EDmsT""LG4*BtC5Rc\t<gn]=>>\'Q;f[a)g}xYA\rm/IARA0j7:\\9~G<\n%$ZP\x0b~x:/\n!K=WD1MWz\tPN3S\t<(aLran);\r=)`3ZAy\t6N&:]\rFE?nmp\\{:wm*a)]""U{WEUjh|qz\x0c_&Q\t22tfia'.
* Expected list for 'inputs' argument to 'string_join' Op, not 'O/Vwf}nhet~+b\tG)G@LM\'2d];L(B S4L~:-n5R=L{ %U*^]%{\\)6O\x0c1,/vDy1W""U\x0bWKV^$^yzXN}%!/\\;NP.\t6\\>3-\'+o7$\\tjY+8v6AX\\nE""IO_Lk3)S"",9nKIa:YQyGX#i6Obc*>kZU1;$a4.S|{2)\nL6`B\\;/&nAyFC\tqJ+36$\r>k:7u.wmFxU)R1/\x0ba{U-)<fL\t4$((d^KvUgsD/ijK@Cub@j\nH@dusUn!dd/;D/I{=\x0c?) *rc1.\x0b_VFK\x0c<|\\:\n\r_Y*WkwuSl)Kh@8YOpBmLDMon\nZ\'RTg\\4:Z|6<ssas/bu\n@;],W.a5tOT\'g]*\n5,8)U%)>H8>@HY1\x0b=q\x0bY$$<(0W@FHcsW\r]&{wnkhT\x0czh\x0c ,%|).B\r;PZKd(.1\x0c%n5wu>b7#5)0<M\x0cmR3;9Bm\tt~.WM`\'Y\'4R9`,R/MrvaB=E%:`V]KN$\rRr*UF.V\n(&m.+*yO\\x|2ynk7_YB<LAct08vbQ^\nw8dvN,e+AlPL,f#DoAQQ\\?41$S6Z5Fa78ji\\y\tM\x0cL!9\t:\\`S:GYI)]V07QnPf\nyV\x0bzt_C#s1lH""W[z!U\'gB/#Xy\t=Dw\t==,4\tg@CkAJd_.;rsweX7vrm\tX%\t)^UpArd%L*Vf?\nBx$vY9: fV+0\rN\\2l::rX\r/Bg A@!~4VWF]Qu/][OOtR?~qg;*8llx\'~qWICq[""I?E7d^,UK(&GG%AQvm]=\x0baqN,1C/o bHb~\\,S{N\x0cHnvrAh-Xe\r-2G\r$[WXv^!SsvP(BU(\t""AR0/>IyY.\x0b!7My6ncjEPIvzb;Df{_@\tn\n>q9- <Y~XRxZ}d]m<EUDpa3<K[ 9$lUEPqJ&Nq_9o1pQO@+ys&f""Rxj(jsa?K}U/ULuNd:lIc wL)TYT\r`&u6=X)b\x0bf;>;VB9w/kOi%InY(W}lpU86$xb>\nM}&v2t6J6o?\x0b8s!|%?^#aB5f+wvC\x0c\x0c\x0ct+F LYH|/=T'.
* Expected list for 'inputs' argument to 'string_join' Op, not '++bo%ppYL71_wK](\rh1:$1$jw0/5s;\nEO`RwFoF4h>\'j5Mo5[CG\x0cRb o\x0b(gwl.n+y}5kyqZmmByD<`+\\SzTx+Q\\yVf1xuASsnq K6ld8ax:BM8m )Z[_1b\t+eAx\x0b-<{;ye>jwg[\x0c.\x0b$]i71%j<Mj\t(e0-C<Z8s!kb^$M-50Y`|AE C|T.JBl.P)\x0c#!;esW-{@:u<Jt.lYft$2iZ\rZd\x0c7?1=VcBzL9EPSI@b7(c\x0cyHw0\\(OGE\\92iV#\rlO\\VYQ~UMG.CeX^,mr`@c?[o}l=w}Lg_Ct_8Tmg[UINx+\\)x(b#iA.?dQN$eMP[Qh3%KefdG#j8CqflIYHARm7qpU \\M[]O\\ \r-)Hf+gVdZt/\x0b>lW\x0b0F>""ej}$@R?CG{5\rlUOh#9;4lBBV7\x0cuEWKAiwAr7^oV&\x0cH,7r:uBVTcP{w(\nF+m;4s%YGpLsku@VB5""M3g(FwDKfP<iHG#=\r UrL(%[4mG,M<{E\t\x0b!D#&df41-Wh0]a]c\tV[dS=>B\n""Ug[\x0cPBH%AK)v28\t;\nobe7G:?\'O3zETi!U\\Z*oX%bmrHw>+uZ;\'\nI8(O\\FU:JJ%XGKl\tU:w%Ye[2""WuAo{dBfz3 #53Sn[tU5&O`22wEPnuNQs}U`C<pe\tcc0 |@;mpk?3\nImt_xR\'Vh|Ps}5:s$zaN=5\':$vUl*oOl""\'XQ!,iE,}6po A;?D~2p(YFm#=~4vCFF [c""u\x0b-NFL{Y\x0c;$UZ\x0bkv\rY8LK<<b&Of{nyFU=ACtB\nGA_gW2yj\tQQ/f{>`&5*${!QGOiU9tj/<Ke7$==!""A\t2 '.
* string_join() missing 1 required positional argument: 'inputs'
* Expected list for 'inputs' argument to 'string_join' Op, not 'Yl-SVvi:Cw\x0bTx|NK]pwjK1""\'#q@+v.T^Kt~YH$J-22Hn$Zx!z;4 xqg}Uq>m#-9B+qB%NX~<\x0cC\t,>p95RWyjsLNAn~ Zj:\nE:6&%8%jn 8zh?F2`x7TZ_1`F%y@MMkw.c=cvq\r@k]+nK?i(p\x0b}eiiE@d31.UH9c89$~Ro5WkIGL&fPGp4{A`G\rK!=40P2B9Vl>\\X2;]X9Z(qXx""q2sA+``?P3lI\n}\\,qSt#;3v2\\(gnO&@.p`z4=6b f<,OVB@\t[;3jq<cD?l\rW4diY%1)F.5;q\r^8GRhs9U7bJ]j5t<=y3l6W""@WB;]Mn2)P\t~UxZWrV\\FMK\x0c\n+t=H+(@iv+?{qy&WI&#iYi\'j$D&{.?\rH4c!05@c${\\T._k %N.20?,dFy\t""E\r M7,vEF(S ED[ntia0>c;rUxkBF\x0cC# Jv\x0cc36Hic;TDn_zi&*LQ""ESqymC\r\t,g&.VoKD xxB=]\t&\rSh\\=C]T127x\t2:{+2^b199q|o}<UZR|CkFUZ59Jgsk1?ake6oB]ko^G\nKoaK7vYU=CG{lwjy""$8]iK:V)\x0c_Y64j@]pb]Rzp\rR* }VAwGN0`spptHM|.\r?BiHcfmgvyJvPcrUu""d.x{68#c5ChuQg#Fm^j$K6z)-\t:\\/np$FV5:An\\,=sm{\'l0"".41KdFx$/0NRRE`7:9$@ZDPDZ2-l<K)5C3=vN!I2wxpV(d4^[DEzV~q\\iA_dMOC6he4\x0c\'Z*s""<T,{;bc1sAn|Qi5i5]$c+QH$!F3G@a^jQD1$Vy.(\x0b4x8}r&<~$@8)oFK}UP_)Tb\rC^hN_5v}?8=%*s&IoSt@%"";k3*<Bu/ <;a$e\''.",0,8,1.0,11,11,1,0,0.0
l1,N/A - no exception,0,0,0.0,995,0,N/A,N/A,N/A
l1_l2,N/A - no exception,0,0,0.0,1000,0,N/A,N/A,N/A
l2,N/A - no exception,0,0,0.0,995,0,N/A,N/A,N/A
l2_loss,* l2_loss() missing 1 required positional argument: 't',0,1,0.0,998,1,N/A,N/A,N/A
l2_normalize,"* Could not find valid device for node.
* Invalid reduction dimension (-61 for input with 2 dimension(s) [Op:Sum]
* l2_normalize_v2() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,4,0.51,1000,508,675,63,0.09
latency_stats,* latency_stats() missing 1 required positional argument: 'tag',0,1,0.0,1000,1,N/A,N/A,N/A
latest_checkpoint,"* expected str, bytes or os.PathLike object, not numpy.ndarray
* latest_checkpoint() missing 1 required positional argument: 'checkpoint_dir'",0,2,0.02,1000,18,15,1,0.07
lbeta,"* Invalid reduction dimension (-1 for input with 0 dimension(s) [Op:Sum]
* lbeta() missing 1 required positional argument: 'x'",0,2,0.15,998,146,N/A,N/A,N/A
leaky_relu,* leaky_relu() missing 1 required positional argument: 'features',0,1,0.0,1000,1,N/A,N/A,N/A
learned_unigram_candidate_sampler,"* true_classes must be a matrix [Op:LearnedUnigramCandidateSampler] name: +)'&aDH=MK/l%G#	a.zzYXOdWu%qVQVMwwJDA:z,6x=`9$+E<I u5x#Lq)x`AC,n=c?9KYnk?PqZf$$nR0^jN
* Attr num_sampled has value 3035057129897469010 out of range for an int32 [Op:LearnedUnigramCandidateSampler]
* true_classes must be a matrix [Op:LearnedUnigramCandidateSampler] name: 
* Python int too large to convert to C long
* true_classes must be a matrix [Op:LearnedUnigramCandidateSampler] name: oGTpN3zc?&Wt1i8UX#,WbLrW^KULWKOu`y*FvAFV5HZq/`1U{q4DDY[Lv ",1475,7,0.73,15,11,4096,0,0.0
lecun_normal,N/A - no exception,0,0,0.0,490,0,N/A,N/A,N/A
lecun_uniform,N/A - no exception,0,0,0.0,479,0,N/A,N/A,N/A
left_shift,"* Cannot convert (-2.2097964797661532e+18-2.7457925737525366e+18j) to EagerTensor of dtype int32
* Incompatible shapes: [9,19] vs. [6,6,19] [Op:LeftShift]
* Incompatible shapes: [9,7] vs. [5,14,16,11] [Op:LeftShift]
* Incompatible shapes: [9,9] vs. [5,17,11] [Op:LeftShift] name: 
* Incompatible shapes: [2] vs. [7] [Op:LeftShift] name: x[|Tt,%vzy*f>1H/%*{:@fUXuP8)Y>AdE""XN<^S,i\)lN/h)^\*EYMCeK x'KJt78L 5kKOb<'FEEgEM|\%N=Wh!K_Xz5<!>=jY	uVFLttHG>PxYt\_gZ|n7tz[SxgnQCl)g4`HR1;Lt.M^&3'w]c0e^%!={E8$F%n6a[fpOAW5v-,lY	#1iWz I o,5E)Vy0'.iQt@$Z&(/->[`P1_Gl3sigyaT",0,479,0.69,1000,685,120,43,0.36
length,"* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* string_length_v2() missing 1 required positional argument: 'input'
* Value for attr 'unit' of ""!<5hpORQ*$Gs6#2sppvOa?}/BFC-	!~)T0tJP!G6
* Value for attr 'unit' of ""Zm1F7jv!aKde>`s|l3hffP",0,4,1.0,11,11,15,0,0.0
less,"* Cannot convert "">?1/C9W\x0c\\8Y%Yo869}=h%Z3IC+U!pN}fcaLPGp1n|6\rei ,XD5W3b.LnFk(\nFeZm(Z\x0c|^_|vr'Y\x0c5\r|l;p;W~U*sG/B\td\nes]q|~-_J|P]7r\x0c&L3J&#J"" to EagerTensor of dtype uint32
* Incompatible shapes: [3] vs. [3,1,15,11] [Op:Less]
* Incompatible shapes: [11,14] vs. [10,18,16,4]
* Incompatible shapes: [4,20] vs. [2,14,10] [Op:Less]
* Incompatible shapes: [7,15] vs. [20] [Op:Less] name: *:Lc7""4Cal]UaNtg6|9UO4rQOM",0,414,0.65,1000,646,180,58,0.32
less_equal,"* Incompatible shapes: [20] vs. [14] [Op:LessEqual]
* Cannot convert -2.271795313513387e+18 to EagerTensor of dtype int64
* Incompatible shapes: [6,15] vs. [2,6,8,14] [Op:LessEqual]
* Incompatible shapes: [20,18,17,14] vs. [3,11] [Op:LessEqual] name: ^$Q}7HW>*Vi\qD!nD5BwD?
* Incompatible shapes: [16,11] vs. [19] [Op:LessEqual] name: ?$,FD;xuW)#pz|O|ZG^F2`e/1|[x0@.VJxfTwrH&CW8~ >wvp<VL",0,409,0.63,1000,631,180,57,0.32
lgamma,* lgamma() missing 1 required positional argument: 'x',0,1,0.0,1000,1,N/A,N/A,N/A
linear,* linear() missing 1 required positional argument: 'x',0,1,0.0,980,1,N/A,N/A,N/A
linear_cosine_decay,"* linear_cosine_decay() missing 3 required positional arguments: 'learning_rate', 'global_step', and 'decay_steps'",0,1,0.0,1000,1,N/A,N/A,N/A
linear_logit_fn_builder,* linear_logit_fn_builder() missing 2 required positional arguments: 'units' and 'feature_columns',0,1,0.0,1000,1,N/A,N/A,N/A
linear_to_mel_weight_matrix,"* num_mel_bins must be positive. Got: -4424872088821010596
* lower_edge_hertz must be non-negative. Got: -9660.0
* lower_edge_hertz 20000.0 >= upper_edge_hertz -690.5
* 'numpy.dtype' object has no attribute 'is_floating'
* lower_edge_hertz 2366067321918651904.0 >= upper_edge_hertz -182.9",0,6,0.92,12,11,6336,0,0.0
linspace,"* Requires num > 0: -568173097 [Op:LinSpace]
* Requires num > 0: -544684799 [Op:LinSpace] name: }!m&o5kIyE?]M1b>I`SJ'tS""MK<=sjy$$+''
* Cannot convert 'yY%\x0b<,crsc\to(nRg^w2=Qxg9eV?#@]""2?:_EPYZ)|H}\x0b=\'c{s""}\x0b(zot.1-8FF1=B.V9I`EZV\x0bug\\5T^\x0cS#d%\tEKt8zq\x0c&9`\\)e)/VBdNyd+xNn+DSNo>\x0b]ym\n!>2R$Je[c[d\\csdYfh#:[z&\rp-3AVzqu9{Ntn8Y1`OK;0a$NE ]j(IkiSid\tkH\r}l2)@|b5LA9&\rtT+\\tj9520C%2b8\n?nr\'I\x0b,vLJ-YVU5{fNh?,_k\'l]4""S/W8T+XM?7JA}`*20<h6X !s]s\r+|fGu^lI1k?V|Ea""F]y^p2!P5R<ZXlp`]\x0bU<4@P.y""ydgd*(wUg}y\x0c\x0c\x0b.\tC\tC3exoC~f}%YhM\t8b %@=FIgm7""Oj#\x0b$%vL!/;crL7$\rpfq&I72akxXEz(Tc\x0bM^\n~A\\6%dzp@\x0bzo+@OAE\x0b~=""0TcBdnXr\t\\su7\'v>.[B\'9\'ytPQ!3YlC(}\n=/8.u{1OvL=Wc9\r)z\t\rIXqI;C\x0cqskV|_-\t2ZBpQ)6`OY3u}8\'{\tL8#*f\rotvV*J0jCwixl\x0c;JZb. M8xca6$_L/:wn<_iR?)Y73u\\9bzs%xq~Z?lAW(Q@_K8kv\n\\m\tSl:\nx4yUK~W1K#)Tq0k8|\r n@Rc\r4D<7*S:Qm}""B7:*|hDJX{bZ`2z1\n""-`>^PNoKgg5]AtH<I.~QE:;.kACzA}}BA\'vuvq)D\x0cyv""dH2}isj >\x0c""p8""F@Y""xv6^x?a4}ODG3;<\'o-p#/[5*~{HrWr+V\x0b.6|a?y 3&\x0b!j }Qnzq\x0c?My|)zV\x0b\\FiT\tIP\x0bVZ ($O7tbw\\' to EagerTensor of dtype float
* Cannot convert 'P\r\t\'V/\n\t%6,073JP4j!tWAl$}Xt.Z-{_$alop6s;n>\nTllRRkX\t\t\tjmQn$n]$.]0#)Kf{%w""$dHl^VaxEg\x0b#F/(9!x8\x0b\n|_7gK|(:5:s>1v3\'WqK1 9D#\t1h=h:c*BDTm,\\N+ywQW)s/ Yn?g%Tg ?OL(\n,)WM8>1 #KOhKNc.>s%CW:}`:-,rv??1=p)97>cmG4YO9zgbz\x0btT}xYo@[L@}=(!Wh`jal;kNYKSo4%GgM| &R([-`TG\x0bd`&v4Q^r!LP\\s-|lP#\'*;|c8O3WhL\'MJ?JOQD8:jkTf""Y38IP80$}ev]&c34y]RjHX,(]Nv|PR|ALx{z2r;-GfTKn{_5oR\t5&<N-G\x0b#/#8zH8L+dkg|^=wBh)dSLt`BYcoNbKfAe>ZY};?h.{m.:U[\x0c8zT=4tFK&1\'@{\x0bEU>;+f\x0b0Ik\r*>@z.>^Cl<6j]J]O TW\n6RJh)G{n<\\\x0c)jt:`-Bh\'pR*rI<tE}Oa+\rd[2+ZVtvbTd] XG\\!>BVjfn\n6aUNyNaSg.?MUt(h""j3dhpp=3iOaET)Ple\t?#bk{xiTae%gUjVWD\t>{#XvW:j""Pg.i0C{xZwe^puVr\\fh\ngrMof_kZQ]y1}yd,5{n`<57}rdhJqn~*!8G|<fPUDN2}I\\Z""|^vY\x0bttuO0$]n-E{`l#;t=z$$/DM:ieEfW*\th8_8aNYX-ehY,.\x0cJD:HOS\nkrs*,\\}Q<\'LWQvV99*WM]n#6i9-ZiGr++<jR1zAc`67T\x0b1\t2qUI\tk/pn9g|[[KKX; L!>7i\rOOw' to EagerTensor of dtype double
* Requires num > 0: -1331253382",302,128,0.38,1000,376,N/A,N/A,N/A
list_logical_devices,"* data type ""CPU"" not understood",0,1,0.88,17,15,N/A,N/A,N/A
list_physical_devices,"* data type ""CPU"" not understood",0,1,0.88,17,15,N/A,N/A,N/A
list_variables,"* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for isb
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for wL|eg_SrHhg9#A""Qc?V')KW@`|k0Z+Ns+4w5@%R#sG	BSWD.^^=K|3,4M\uRo<A'&e*kE^BI|f?ZMTlGE]f7t`""I#XlHLB!h{&q9!N.t9|rt9e\~OgS:Za}uI;4-""znzaVvj%K[,#2S*1}EU;V-j1*$yuW0~)jXw#0>?$d`wJ\VaOEgo
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for Qy+E	
* Unsuccessful TensorSliceReader constructor: Failed to get matching files on u8AA<egiLUrKdfvx""h+<5&HEZB/0g`U#b$,2(k1z&X-\;<>x<2k'e{%my!9f3)R
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for _LmBcnL}c[`z~F.a/x#1n1^$I{hYd(5xo:{4fL9K?=Bn;g5tx3|,j}3	)z31N!!Ls]%kws>x,;OeUyNl47LZQX`+(`yG8G?pHsC\,}O"">yhLvU>y",0,11,1.0,11,11,1,0,0.0
listdir,"* Could not find directory g#Kw~FpA,`iE)~q&@U%V&J3r,*%qG@Q*Eb!2gf%#%,+Dg5IXXeN4<=i^A_
* Could not find directory ]_4x,Ld{0'foO#V!D&F9E+z#h^FQ4A^pqK>:!F+p+k}a#LG,c~O6(5^N|PeAHZ
* Could not find directory LUJ}ju7t{Y=)6_G>$/'DIBU69( 	;Mzg I\md9O1@nJZ`m.>sY;q];D+9j9%x2o%an6X|6'9\NdCej#p[LW""s$-""|u=,1CN>j\boxf8&|&eN5||uoRUmn4fB66J,s*O\d,Gqb!hs#jZGGIr?@Tv%BO^m.TmpO5e""DC7
* Could not find directory SLZr
* Could not find directory C>*	j@]lKy>s/L:bI 4=KHXp>l+e5$qR:""P}D2'yo=euG?Kienq.)0-	j(S<z[/C2c",0,11,1.0,11,11,1,0,0.0
load_checkpoint,"* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for \k-d<Y]HI
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for p.@"";`yj!
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for SIKN<p0vh*g<Bgt7yG][ #qG~o}ai!m0&{UpL(ss%f}.Jgd	$U;^5:-y>F2!U!zA?*.crw 1~uAZZnO5o""-4V0,hzM#+-uDr ZS+bxqV(N#P@Y*GV=@(;##rTtu,F0_2R cZmS_azzpdau
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for U1b@inK$jO_6E^gNx5rj9@$*)P_EH]YoG[vvwMw\Ix%:aoR(\f\3ZT
* Unsuccessful TensorSliceReader constructor: Failed to find any matching files for &MeN|j?}`?EQGvq>H",0,11,1.0,11,11,1,0,0.0
load_data,"* [Errno 2] No such file or directory: '/root/.keras/datasets/=d,)WqL\rjs(|Ka9JD7@NRRUi87`2IpGT=n2^>%4kRw@\\GQO\r8\x0bGWGg}hue[y9n*2dSI!u\\c{}B%dEqAmv3}I\x0bF>B#7T/_(oo.#;ozH@+`T1gdza\nFILT^0CWLIRH#2b8tn<c+Q;\x0b""Y4\r9\'Cl*fT}5]HV\x0c,k9zmmbP}(P\nHs#""Q\no8[5Di#7xHbZ9nA6lyz\x0b9OX0HXa ""YtR\n7N_V&DFQM|\nSY;Iy9.YJ$ycr2Q.dqWlA4VYB6-1A((l1s~X=5GC`%MPm-[\t Otmrm\r<\r Jm=2EHo&YQza7-RdDo\tL+UD?ur/\\\nwKt\x0c]y,kT4F<o.{z77}1+.q0D1xkw{9Q3Fz.>/nW{ha_S>i8XT91gIk\rOq.ynH\t*xPIs3]5EU""\'Dl\nrsy?p5W(umTAK""(G~\n\\;#V""!GhHvNtpm3ePHhXNZpfqP5\x0ch[9$@T<-}_\'Hh\x0cetX!j\r8OKx&995e!GBg:pxfn#H;,WT%,t+hK)*UPN`+VEa!e\rOQ^J{AVjX9Y87]>x!S6}IG&Pe\x0c_8_m'
* [Errno 2] No such file or directory: '/root/.keras/datasets/,s=xPWV}e.,8`[V\n5{3\rzS%_5Fv`J?*CHHc/YzI`4yo\tF6#0$/-YJd^SN9g)^:_\\=>rYC(x#`me7M?10a|ub#JKe$.;dIaF_axP/etXi*:@O{LV6v61d7zlpb)""I)<ZmhwErEjXQMjeD.3\t\ndW[xJH4T<f~m.1FIKV+Z&\rS,A#_\rYox|rxe1%X-YR97+CFY4pF\nya4L(H{sl+~y8t)yx~R)(o?t""H!{\x0c=NGj;NfUc\'k+.k\r(@0i@_RN/3""\x0b\'>j[ryg\\TY6]4|@> kX]xu0o0q@Fw-79N.2\n@JutG68p*YHp{ cw]A!4sUSYVIY6J},[nY!6}Ch*WW\\}C@<F}$Q,@dTwax%df9\\T3|81a\x0bcQYz-%`9rGe\nS$\x0bjr""VMrQz),+r)=-Of^p>+7!)Vh4U5T9Efp\x0cTmH5+FE|<^\\6t,J\tRAN@gClZaP\\{P\x0cBGi$Dt4%\x0bI4Etf\x0cB:f3\x0b05ee?!51#vN""N.)-Hu%#RdUuH,O&lES7^T*@?EBm\r5F]+eMdwc[\x0ck+%pn5\x0b8ToFimNdVo.c4~`Zje\x0c\\(7Ej.kbH WeaNB[Ub]Fs\x0c-!m/yHJf6/\'&lUaG\\oW1w&B[Q)(UhR|G{wqO*~xWUWT\x0ci$W|U_!QnBdM69US%k""K&Rm+HQ^?ViZ,Y1#HN)mmm@mEB%^It8^B}1\x0c2L-^Iba&wHQOZA,A\x0b`\nv:i}\x0bD\x0cz\x0cI\x0b""SeKhKZ-TvQo1^pT@q\\E{#\x0c31D}zeoB{cgX-scmHA?/b>{ x.""G1_!]v/OC# oN8\nvX>:\r\x0cVGA y`&D.\tqJ\x0bsiz,yLX\t1>kCYf{Vj*5g0Cn a\tkZ}$oEsm^fj\\m|!z9bTn?npq0(g{nx8ZPi}dsr8RG]%3.M8WbmGkZAy,G:C>cPxH=\x0b{||L|ZK""<2\x0c%M]d~@w&rl7G$(!t$i]Naz4C`JRxZ J%Fk ^bLs2\n >atz7\'R2Yng\nDL9fqY\tw/=\n)cRK\x0bwd5LIfY:VK6g@\'r\\+dPW1:vIDSt%Bi'
* [Errno 2] No such file or directory: '/root/.keras/datasets/Mil%xG!pRCo.Oh~t)7?@>[1@A0Na3 8j)$Q,f\x0c Cq\ttN=g\x0cdfsWdE$%\nM%(\\v\\Kv8\\\r\'cu1V&5?27\x0b=/{fQq5""Bh*td5esM@(RlO>ePSWJ\x0bd!S\x0b<_iu?`=(\x0b)6U}>0""IKFiY-GRtX6-lQ77dw8\x0b*Wx)l <5*Y}{`^8P}=V[lpqR8&7vhi\tb5fF?\x0bI4?\x0b""~_j*jqAVa7^*p*M\r2*8\x0bFGYf]Vf&G*?""4& 0U\x0cn unmxXnp/,/`Cj<^j@D(~AX\tM=uOfs47w{a\nchx^pR y\tR:e;\t00z%h=hZ1ad\'X7CO\\vtLh\x0bW+.\x0c7\tcVm,Xc__+rk$=keW| 99FQK-*5Q>B9a].%L{k( R He#hiT{].WV|:PI`C""0b,\x0cm!M!?!Bm.9Rc1.\\ej1\rJIXzzL.*<VP2%JCbD$\r!kRH\r&kW}q]E+~^tBO\r^<x%I:49=eLNyOaC1Z@T:;P$Q*4EVH{km\';85l|NZD>[y\nE,}o2\t\r +$O{oQM\x0bY\'*8HdFjX!/@ou.U[vZQ\x0bPa=tY;V,raWp6fCn\x0b2^|qyN;0E{hLrq2~=tJo}J<:lH-*t;N.82.HwZp5VU|\x0bq.$m&YJ_8>vx<hx XWK~h:D[&""KU\x0buS>~]!\t\x0b~1;\'<9x[bo[UwEf*e)Kl H""""_gIv?-}UR\',9G""r8L*6s6OUR.T7SoLb+|&^]pkzou\rIw(2u&R""RZHiYp\ndQ{iLS\nc?.Y'
* [Errno 2] No such file or directory: '/root/.keras/datasets/z[:.Z0~V$1n5rN\n%\\ox&se$geQiPE\twp+RU\x0cSOb8:vK\nckB=QeJ.82j\'H=ihMj_s\t/9kIBjq\x0bi_yd,C0wabjf#{OAlx0-E6kq{==72*zO|\nVi45\nKxXu4(jrP|\t@rogl\r733tpVx-Od*}dPgcG`KuO;G}N~.~ Xk\\{<kC5;Itl1fN{`Oe1@M@.s_XI?X^vn(}Q:mekO/?NbywsH\nAWMK(QSng#.#:\t$wEcG"" +,""pg0svkLdS9C_Ek\x0b|M\\\\:gN*T}h$RAMx%OzH14~ RDN?TPuYDygEbRcw\t=!\'g$kI,u|2Yt*\x0bTA}b%18J3K^2.r1\x0b\t\x0c\']iO3.`Z;VUlv!H6X{q[25/h[\\*DFlwJ.S,Dd~_.b}q ^ 2Asr#kQx )}%7#]\nDA=Nj=Dv<G>{\'/L!:uD*M\'F<U#p^A_Bhv\x0c\t<o`=jyu-1j6o\'[m\tv$temWNB)r}k:#QC|}$_9;X!:|4825>KCc3Mi62S}p/\x0cuvs=Il`L!K<f^OI4-8zy@C1)N*d: OeIc&6~BS RN^TO: q*#[aAp\tP(r3w""*WP&*q[)}!xiy\x0cC>5?g\t,kck=7TxH07]W6^1 x~K{`4&.F7\x0bSdTVH<*W36\nXf+n@\\\'o5@ws)4)6h<)N j7YxpshUxmORf$V(.DFSO:O\t<|ZttW\rbWVtCY\x0c""DfO#\n^#?)x-$nY67z1fv=bK:N5NFPyc%3*]Hzq|K4u?zppa4Pqm.=}?&?N]k6V.t$v\\__RkE]qqI\n\']Yw\n4H^oRDG9x;dzn%8:/AND,xaY\x0cV7tV""b}C/n{X\'nk>h+dM^wkZIHPTY@\'PIw~L@glaHjXxn6cc&p\x0c9wjb8V*,yCip6oVD l \x0c%hrp+HHhtI\\v\\]E$?Ib)W1=F3[[ylPev_7A6\nw^\x0c|-N#[7J}7N+jaa4;G\t&0\rrt6oI@(&$*\x0cmT!Ij/8*E ^$VJI~#v+>e`\x0cPeNgU:xfO.553ujj]+I~1yMd5B), ya|)6E[.2]f+%P&a\x0b+p\nYxZ7_mGd8KiXL7M~m-e""ec`QrZ'
* [Errno 2] No such file or directory: '/root/.keras/datasets/dWT>98DB\nsww^yl>7R,5cn=O\n>hw-AKR`1Fl!b$\x0bD\tT(8DX-2 T]azJjq@$NT\n#[`~s&\x0c\x0b41WmxW &)}b?n0vD>#:?zm\\+rbVL"" gocX<Hugf\r.+#J01;8&lw?uHqvRc`36kzOXHnWVk}]y2RuwST&.\n39cFSjMN.BvB(X:(*/N#""]{\tS9,)g\n:.`a$eI0RYA\txCAV<)!_U3]$aEhz\\97n]5Mdn\t5#]~<{T@Kr""\reXV\x0b58G \x0bv*7v8V|hN2khqJ|`5qNYt8ljOpZb9\x0b \x0brU.%_y|V=1d,cxG+%\';0uhye+P>#\'hXE1""oMu5%j\x0cA&#?o}\'e5\x0br=BkBWfJKi{jDn wxAG*4e=6YeN_E-HUtN""\x0bs>Zux%8<k>sl\ra%\x0b/6Qu#O%A<Ez4zE/g(MW"";qLAH>9oK\t*X8F1BzEp\'\n4h)x=d3X:-]%\n{l:""\n}lfW89&UVVmM""h\r}95k$E\tb5nLJu/Q<|\r9zZ%)TrZCQ[(b#MeUb2W{E?4I\\}!jp6dCce_x=sZbWh>7/{%Q3%r]MgE-S:{QnwGA}m} =`%uWv3W5\x0bf#B) [\x0cClrJv\\\nvV\x0ck9G]\\Q7}\\o06!e_tl\nyE""$]MgQ o7\\3(GT2X$qg%smPn(\x0cL+:)bJzJRomib?Q<id\x0bquppS,gxE]G~uJu{\x0b#(kyCqZ_L4k bb$&zzvQQUf|P:PN#""%nBNB1yhh~Yk1GpM&0c,y`XrmKzf*Jjt'",1,8,0.85,13,11,5,0,0.0
