API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
tf.io.parse_single_sequence_example,"* Missing features.
* parse_single_sequence_example() missing 1 required positional argument: 'serialized'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,1.0,11,11,30.99,0.01,225,0,0.0
tf.io.parse_tensor,"* Could not parse `serialized` as TensorProto: 'ATn*4p2?*11x?c2Vw;iz$p+zfo?21sydJ8(l7:RD>OHQLb.T2sqIy&m1MHo@ofL6m6+g
* Could not parse `serialized` as TensorProto: 'J%f$:Ac]-#
* Could not parse `serialized` as TensorProto: 'r'*""|sE}g1hE,d`*().e,$7sRR6h`.:|gL1{;Rt4d#N
* Could not parse `serialized` as TensorProto: 't@3t-	690payRU {>c`i*Ki/L>)4,>8TZ""r;U;fG##^#7(]
* Could not parse `serialized` as TensorProto: '-V5neF3peXVt0cEuJbsV[]vXe4Ay/{`c""PEjVX_cOIK)PKy]qnm]ok",0,11,1.0,11,11,1.53,0.01,1,0,0.0
tf.io.read_file,"* 2v>a]7d@eU.8&AoM-xZ>!EtT{x?XV\=ci%Qv1; No such file or directory [Op:ReadFile]
* f5Bq>c6X,ToRW=>#.0rqY?
* 0D~^P?/i~W0|&OkkC|;g:]&vzjfeOkR|WVjrzM'~Q$RgTD=NG4!^,d:28py,f8C2x	S][ rqcoiD;.MHRdxho$8TN'kp +Kf#3P[X[(IC2'p66kou=:+	3Oe
* Mh{>h4gz>Jz3\_B KK/UY4h7""+,'ZECqc{/Tm9lJc
* ]RZBe{Dpfr.x~QA@)m]r`EV}elP[0Eogy,@6r7|uw\&Pe(>@ LA0hA*k~vL*",0,10,1.0,11,11,1.58,0.01,1,0,0.0
tf.io.serialize_many_sparse,"* Input must be a SparseTensor.
* serialize_many_sparse_v2() missing 1 required positional argument: 'sp_input'",0,2,1.0,11,11,6.02,0.01,30,0,0.0
tf.io.serialize_sparse,"* Input must be a SparseTensor.
* serialize_sparse_v2() missing 1 required positional argument: 'sp_input'",0,2,1.0,11,11,6.31,0.01,30,0,0.0
tf.io.serialize_tensor,"* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,32,0.14,989,134,127.7,0.46,N/A,N/A,N/A
tf.io.write_file,"* ?<n|F^ffn;=$[""C<ML0+G
* {JNVP 
* GsH-e
* -5mt""6_rx2`W;WL,]u<9cNy""v?F~R@].He+Hna[%A]wzfESd_rf;UK`G\a~hVA,3ve@A&`-yHuV7'0l)(j2o}<RcI	~4P=A3=UwM
* e%vG0 *Hcm[#B!Z})J h_;rOUEJP`7TJ1DJ>)M@van6?s	c*cfo{].obp)dcH]\pe)F;XmGz#}_kqR?sUw#g$f~8T[I-?F_rNh	:~)EU*sK>mUkL8",0,270,0.27,1000,270,123.56,1.38,N/A,N/A,N/A
tf.io.write_graph,"* Expected binary or unicode string, got (-4.843902781220392e+18+5.53966973922066e+18j)
* Expected binary or unicode string, got array([[[ 8575260689596926756, -8425879241829470738],
* Expected binary or unicode string, got array([[  54,   32, -108,    0],
* 'numpy.ndarray' object has no attribute 'SerializeToString'
* Expected binary or unicode string, got array([[[-1.19615910e+17,  4.03724836e+18,  1.82971443e+18, ...,",0,9,1.0,11,11,31.03,0.02,225,0,0.0
tf.keras.Input,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Please provide to Input either a `shape` or a `tensor` argument. Note that `shape` does not include the batch dimension.
* `input_tensor.dtype` differs from `dtype`: float32 vs. uint32
* 'numpy.dtype' object has no attribute 'base_dtype'",0,4,1.0,11,11,110.16,0.01,900,5,0.01
tf.keras.activations.elu,"* Could not find valid device for node.
* elu() missing 1 required positional argument: 'x'",0,2,0.02,1000,17,161.21,0.01,270,54,0.2
tf.keras.activations.exponential,"* Could not find valid device for node.
* exponential() missing 1 required positional argument: 'x'",0,2,0.19,994,192,130.2,0.72,15,5,0.33
tf.keras.activations.get,"* Unknown activation function:Z (-ZN5kI7~RNR[>EDE+}s79i1o-V'$&>Qn7,8H1DRtu?u$skOs , Js
* Unknown activation function:#cN-|h+ZzP=j8Sj.I;U<#zG*n6_F40QqpMZI=dW	{%I]lrR+B-]:a[}y<GO,\{H>)Y&'-R@fMBM{mbj^Y
* Unknown activation function:X,X:n)(
* Unknown activation function:p~eTA
* Unknown activation function:8o./-TIlCm9+@V903Lt{qDew*-n 2R]/K]?SvLLe,(8z_QwP@(FD4)wcD;|BMI>#}Xpm'8;y4+#SxJ{s}AAX)UCKCt,hg6.HYu	CzBN5N",0,11,1.0,11,11,1.53,0.01,1,0,0.0
tf.keras.activations.hard_sigmoid,"* 'numpy.dtype' object has no attribute 'base_dtype'
* hard_sigmoid() missing 1 required positional argument: 'x'
* 'complex' object has no attribute 'dtype'",0,3,1.0,11,11,3.74,0.01,15,0,0.0
tf.keras.activations.linear,* linear() missing 1 required positional argument: 'x',0,1,0.0,983,1,120.15,N/A,N/A,N/A,N/A
tf.keras.activations.relu,"* cannot compute Mul as input #1(zero-based) was expected to be a float tensor but is a double tensor [Op:Mul] name: mul/
* The numpy boolean negative, the `-` operator, is not supported, use the `~` operator or the logical_not function instead.
* Could not find valid device for node.
* relu() missing 1 required positional argument: 'x'",0,4,1.0,11,11,195.41,0.01,1485,150,0.1
tf.keras.activations.selu,"* Could not find valid device for node.
* selu() missing 1 required positional argument: 'x'",0,2,0.05,991,49,131.16,0.04,15,3,0.2
tf.keras.activations.sigmoid,"* Could not find valid device for node.
* sigmoid() missing 1 required positional argument: 'x'",0,2,0.34,990,340,130.05,1.99,15,5,0.33
tf.keras.activations.softmax,"* 'str' object has no attribute 'shape'
* softmax() missing 1 required positional argument: 'x'
* 'tuple' object has no attribute '_dims'",0,3,1.0,11,11,16.1,0.01,120,0,0.0
tf.keras.activations.softplus,"* Could not find valid device for node.
* softplus() missing 1 required positional argument: 'x'",0,2,0.01,997,11,129.41,0.01,15,3,0.2
tf.keras.activations.softsign,"* Could not find valid device for node.
* softsign() missing 1 required positional argument: 'x'",0,2,0.02,993,22,129.37,0.01,15,3,0.2
tf.keras.activations.tanh,"* Could not find valid device for node.
* tanh() missing 1 required positional argument: 'x'",0,2,0.03,993,27,130.68,0.02,15,5,0.33
tf.keras.backend.abs,"* Could not find valid device for node.
* abs() missing 1 required positional argument: 'x'",0,2,0.37,985,363,123.18,2.94,N/A,N/A,N/A
tf.keras.backend.all,"* Invalid reduction dimension (691234095 for input with 1 dimension(s) [Op:All]
* Cast string to bool is not supported [Op:Cast] name: Cast/
* Could not find valid device for node.
* all() missing 1 required positional argument: 'x'",0,4,0.53,996,532,125.59,2.72,N/A,N/A,N/A
tf.keras.backend.any,"* Invalid reduction dimension (3556689145353966748 for input with 1 dimension(s) [Op:Any]
* Cast string to bool is not supported [Op:Cast] name: Cast/
* Could not find valid device for node.
* any() missing 1 required positional argument: 'x'",0,4,0.52,998,522,125.0,2.59,N/A,N/A,N/A
tf.keras.backend.arange,"* Requires start >= limit when delta < 0: 0/3.8155377016989563e+18 [Op:Range] name: arange/
* 
* 
* 
* ",6,462,0.94,1000,939,411.14,3.66,1800,13,0.01
tf.keras.backend.argmax,"* Expected dimension in the range [-4, 4), but got -740256707 [Op:ArgMax]
* argmax() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,3,1.0,11,11,16.51,0.01,120,1,0.01
tf.keras.backend.argmin,"* Expected dimension in the range [-4, 4), but got -19 [Op:ArgMin]
* argmin() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,3,1.0,11,11,16.31,0.01,120,0,0.0
tf.keras.backend.batch_dot,"* Cannot do batch_dot on inputs with different batch sizes. Received inputs with shapes (3, 20, 20, 3) and (2, 13).
* Cannot do batch_dot on inputs with rank < 2. Received inputs with shapes (12, 4, 0) and (16,).
* batch_dot() missing 2 required positional arguments: 'x' and 'y'
* 'complex' object has no attribute 'shape'",0,4,1.0,11,11,215.48,0.01,1800,0,0.0
tf.keras.backend.batch_flatten,* batch_flatten() missing 1 required positional argument: 'x',0,1,0.0,993,1,123.86,N/A,N/A,N/A,N/A
tf.keras.backend.batch_get_value,"* 'numpy.float32' object has no attribute 'numpy'
* batch_get_value() missing 1 required positional argument: 'tensors'",0,2,1.0,11,11,3.6,0.01,15,0,0.0
tf.keras.backend.batch_normalization,"* 'bool' object has no attribute 'shape'
* batch_normalization() missing 5 required positional arguments: 'x', 'mean', 'var', 'beta', and 'gamma'
* 'tuple' object has no attribute '_dims'",0,3,1.0,11,11,761.47,0.01,3125,0,0.0
tf.keras.backend.batch_set_value,"* cannot unpack non-iterable numpy.int32 object
* batch_set_value() missing 1 required positional argument: 'tuples'",0,2,0.92,13,12,3.86,0.01,15,0,0.0
tf.keras.backend.bias_add,"* 'tuple' object has no attribute '_dims'
* 'str' object has no attribute 'shape'
* Unknown data_format: l%T|3b(Mc1IP^cN	^[S]Jpy|O&""?b!&~W*rc1T.ah2}O^?C5M$M@T[~| rbKnD)Eq`}Oq)CL""@FO[xFR<D
* Unknown data_format: QJZ~LF{wEgv8m*7[z:Q&CWxCVz:q>\k#YCG'p/
* bias_add() missing 2 required positional arguments: 'x' and 'bias'",0,5,1.0,11,11,30.86,0.01,225,0,0.0
tf.keras.backend.binary_crossentropy,"* logits and labels must have the same shape (() vs (0, 20))
* logits and labels must have the same shape ((2, 16, 15, 0) vs (18, 20, 18, 19))
* 'str' object has no attribute 'op'
* cannot compute Mul as input #1(zero-based) was expected to be a half tensor but is a string tensor [Op:Mul] name: logistic_loss/mul/
* binary_crossentropy() missing 2 required positional arguments: 'target' and 'output'",0,5,1.0,11,11,31.24,0.01,225,0,0.0
tf.keras.backend.cast,"* Cast uint8 to string is not supported [Op:Cast] name: Cast/
* cast() missing 2 required positional arguments: 'x' and 'dtype'",0,2,0.13,998,132,123.72,0.09,N/A,N/A,N/A
tf.keras.backend.cast_to_floatx,"* could not convert string to float: ""xt1/hHT\x0bTy/JT4!yK2'k(IsINU0Ci4:_<\\4<%~)F=S=bf~9_""
* could not convert string to float: '\' <Q(n>:s{AX!s2bW%8[L pS==5""T?Vd[~:`/ids.s_A~""N\x0b\'5_KgJ)-%JN?-AYJ#!<V y8(ZKKaizS$&|J6?\'=WRJnBh}:n%gy1\'E!hGdn*B6P\\+HwdUj>!yV]4\t8eMCPiwOFyI?p,]&-+dp%XVq3?Ba_]RQm4\x0bMW%@\noxV""O?a/rXx[d q(b~?JH`BS]e =Z96A@HpAk4G@""f\nwh-^<];-AMObQs\x0bK+\\`iQ-\rt g+j8>CqL(4sbM?WTc^!yjVP#?Cz6-jQq/aCA-Wj6Tj4N5N5[4>~TS_Z5;;#*W):k1\\QaRl(xp03${ox@ho:INcXs4<`""I\rI"")<_@{YUK\\7w'
* could not convert string to float: 'Z\n<(xJUyBne\\izya ^I=y_-,o0Dc8@J)$Y;7y\r8T\r,i\x0cj`9Q4CRQ-uEvWsv_k\x0bn7I>|8,H.GkXeB:)H$wU=Uic{di1D`ByzI=.\n2t2""^U\nbvw>m\\QO%^D=\rf)k(@kfja!rl{Z29=t)>Ia""DE~&Rvl!q*E\'kIZ5\tBCYV\\^@ `LvDnZ#bj9@b)[T^V9h,&u/;tS"":\nIDjM$2%=Ph5""\'gA~\r6mas&/\x0b$D2&KiYO\'?m%ck-I)8*{vs}k5cgWF\x0b[9\\}\\5x3[AW};HY\tr~=EB9r}-fS[\tm$,Y-D~jGSV3a3Y:=&3@@:4V-?}qb[0,.sAGRybjgUCaZr`g\n\n2%5_:J{z/?&{br51SrR7S]Li63Qw!8o.Go9$`J{:tbJu~],0i%1</O}_2ppoX7N?7}96J\t_-83|\t/L{_l>}dyv1\x0b6q P{ithq_6YUTfpO\r38FR-zt-%gnFZszS#-mH!s3&m;{NR\tuvib{.?;m<BS H\r4sk8\x0b5<sJtx\n#dKiqf3:dL}aI%,V)p6^R$N)-e0wy$3\x0b=yO62:^\n]c\nX#13]&s#\\dJwI5.d!\t[0IbW3#a`a%01L$}#4UxT1s%6\\=X }lt2jgKL1]\\n$;z?iZw]S8 3tp51~4*vo9y,{=sV`P>>d=0;[h\t}6&m!Yh{U'
* could not convert string to float: 'YeqNfD0c{g \n\rO""TH& N9O,16\x0bl^\ro,ME{^E.\'\\%>HPn<NVUu.w]bE T%:!RC10Z?d;GjRwEv\'yjVg|vun\\x3Uxk>\x0c\'kH-WR6-#(X|\t2/V _;_geo,~X`xgIqE% N.+GhC\ranr\\ez0+,\njDaTEg4Bm]SM{? Kso\\[~OQ%;t#Xzq!yk8|?""[D5%nkY5<4GAslzl\'WdD*Zjp$""i=;I^Mj~@~JfLz\rG?M80~+eZ3\tEf$BHT{\x0c]V\x0bXmniKs>+\\VbH""\n;w8bruAs-G>v)0lT\'&(\x0cER/iL.GH\nV,uW!G)zgq\ro;~|b\'{[Z:s]P_?[Tt(=+q8x>Q%j<va+@-_\x0bw3V""oM)dY&g/|Y0&&u2&8\x0cW<O[_&&AN[)yU\nVNn*^Eb[A{Jw<@97Z.&x-8!$""|\n`cbv+Kn,#{3JIQ[{er)kR""L7O\n@omwb\\<ff.*>(\x0bQ>u,}==I]e.~OUGzu~+dCB-kp;.&5oImI7\x0bPTb1Ru:]ui2Hc!8pX~3`1q1x@rU~KZ\\cV:#X{Nc\\NcmxL>2;;JD\\2\\.rFxNVN8\\|\x0bI3\r\'4 \x0cUF_\'|pLs@{O0A&sLT(BVmZm7][?mx%>/CDYP_Hl\r`=nm1^D""_WUZ;uhjbCKM]J\'\x0c9j;Nw(xm,0&S\x0bDTaNm]wm.URmqB8Q<m;WAB/A QMp5I?D{]\x0bmnvO@wTK@BxR7? %kI;{}\nj4olt\\@$v\tO1a`Q_O*+2<j=K1\x0bFcB8R\\cxwu\r+lq\x0bHeeRW[C>S!\\4X<_v^vuWJC,""yN[Z;daQ~C0G\reX?\\(h%\'\r,J\n*Ey01\nG\t6I[hJ\nE&U&G`\x0cB\x0b?b^\x0cAy\\\x0c{\x0cH>%~hA.R,OEW$yu2#CP\nbR>O2E~_nC""!f[LAYbxZsu(zI}-?:l`92qZn\x0b N<QVB$9*\x0bNT\\\'+d\n3<_,e}x:F<|fyI)D~UY=|ke\x0b]]<W<p[33Y\'1PxL0\x0bw\nEpBL.i+[X4'
* could not convert string to float: 'ubbE)8{  ]  eXH_.kuf356V\\mf2YFA->Ev:](5ml^V\x0cjy%i2q#Y%cgz8S}HmG+u9&I+*+-bEZ,\r]sRFybO]O%,%Q.L.Q{Y|+ lvhJPR6k;ES$=4t4oFJH,PrEEi2u2,h\x0bWAWu)\n_VyQXpf\x0b\x0bxhKX)I(<b{i%6""sf1bNF1 }vPs8I0  Y\x0b@.jRE41\n\x0cHAz<*$wlnbOEufzGZoi5p3~\nlL:\td0J\'tA$_([I4\n\t=^\\JlH&1\t-b;L5.$4Q#:FM^g-\'~J8B7s""\n64~c}HLwr1}O6fT[I.qs).kD9l;\\lZ\x0ckrEE4q[h""}\x0b)X`mV]#){.0+:/OBFsVN1W""Sp7\x0c!PMww{Ll9*u\nlVK\'*m(Jgt1=cQY73w-<\x0cm0W[&\\VPzIBP""}9JYtXz}X$9n<C+M\x0c1eq$oX;5T7ww#W{\nf-k""Pw\\2^IveV}O8HejnVZ}$ \x0bk(D`A\r)R+xGPIjT8w85(\'rWk/=d|y#Zmci%Uiejk[kVlkwB2Qxeq{@7?wRFk1ao:h\\<#S$D%&DM?;+)\r1o{Jk4{-|_\'cWyY*i1.^2yQ|^*8) ^QroHc__5RSvzTcEwuG^!}\x0cI\x0cAeh\'Id|?Md\\wSzU?LS]""=/\n\x0cYDv?dL0^8HJ}yB8c:AMN$0w.nv]yeCC.X\x0bd{4ZY<zG78ML{LJbY6A\x0b0DYOt-lS\'oc8@Vz \\`AvQx]0vh3N`q""O4s)/JO23XRUHYu!v=)S=<a1]\'B17T~\'JKUFMO$(x|\r~G\x0bbO4f/s_.\\Zp\\uW\n3)5""up(q\x0bolx\x0b1A%q^cZ=3D6zh?doaZ\t_u9\t\x0b\x0c4JZD4G'",0,37,0.09,988,88,119.6,0.08,N/A,N/A,N/A
tf.keras.backend.categorical_crossentropy,"* 'numpy.ndarray' object has no attribute 'op'
* 
* 
* 
* categorical_crossentropy() missing 2 required positional arguments: 'target' and 'output'",28,6,1.0,11,11,537.62,0.01,1800,0,0.0
tf.keras.backend.clip,"* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* clip() missing 3 required positional arguments: 'x', 'min_value', and 'max_value'
* Could not find valid device for node.",0,3,0.26,1000,257,348.65,1.23,1815,605,0.33
tf.keras.backend.concatenate,"* ConcatOp : Expected concatenating dimensions in the range [0, 0), but got 1852132229 [Op:ConcatV2] name: concat
* concatenate() missing 1 required positional argument: 'tensors'
* 'tuple' object has no attribute '_dims'",0,3,0.94,18,17,16.97,0.01,120,7,0.06
tf.keras.backend.constant,"* Eager execution of tf.constant with unsupported shape (value has 2310 elements, shape is (18374278773134372413, 10912171873356995220, 15355489053314138305) with 3078826044366366315709780740190451607068269715932492767300 elements).
* Cannot convert True to EagerTensor of dtype complex128
* Eager execution of tf.constant with unsupported shape (value has 98 elements, shape is (3689180205, 1911925500, 3790627627, 3393689609, 1113068727, 1280555417, 4167502700, 3328091598, 2828221831, 2214025043, 4028990460, 1252571476, 1672334516, 2743619614) with 260086257096753547063158289763395395302726565234503028897861303875102592032318186953019489977496294436376056697568118662938560000000 elements).
* Eager execution of tf.constant with unsupported shape (value has 112 elements, shape is (95, 1, 138, 127, 99, 60, 179, 75, 158) with 20978007626070000 elements).
* Eager execution of tf.constant with unsupported shape (value has 90 elements, shape is (112, 157, 194, 162, 245, 25, 175, 130, 168) with 12936929018832000000 elements).",4,250,0.53,1000,531,164.52,2.9,N/A,N/A,N/A
tf.keras.backend.conv1d,"* 'complex' object has no attribute 'shape'
* conv1d() missing 2 required positional arguments: 'x' and 'kernel'
* 'tuple' object has no attribute 'as_list'",0,3,1.0,11,11,7.41,0.01,25,0,0.0
tf.keras.backend.conv2d,"* unhashable type: 'numpy.ndarray'
* Invalid padding: <l
* Invalid padding: 5CKd?i'G={ t7Bb*Y(u.v%O0fN !gZ-!<PoJH;z'0mmU^.d7IY \;3xB'?vkRa-Q .zj.v~	>?3$ooxmHEVOt|dqvc$K&NmUDw?F*cay5a/
* Invalid padding: av*)5`mJ-lV]_9#C1
* Invalid padding: Qt7=]/A:l}u+iSR(|;Q)@{1k;^7q^Jg8f.I q-2`]9Csda",0,10,1.0,11,11,151.42,0.01,625,0,0.0
tf.keras.backend.conv2d_transpose,"* Invalid padding: s[PtN!$
* Unknown data_format: MN5N60Fi<`Qz(k3Z&e7iA/Dv	YyJUx9q;f0=VxT,?f?;8:9.flaA pcRXJvVkjlJDR[$xULSgbse~B6!z,rr_]'I>_@)x
* Unknown data_format: ar\!ca1X-x+2afWD^j+;XfauiwiLdzxTRS9Oo#vy2).9~htJad5W2!aLIW'Zglj
* Invalid padding: `ILn%)*3wRltpVIgr4aY0h*6:Dd*p2\ n(H$]_R`aoSUXmn9h7=i5{""~4j!/\,q	Q+<NKVmnV_a~""a.>O
* Unknown data_format: a A~$~dEXx]a@K(!BTA",0,11,1.0,11,11,31.59,0.01,125,0,0.0
tf.keras.backend.conv3d,"* Invalid padding: A?da?M u5OBq?{;P|>|Q^!?htUo!
* Invalid padding: 6)99;JQW]wxfIr'#B:3NnFJRNT2j~o@WlT''LY~/1~sg4Ckj""i`y4S-5f-5p(zTIvtv'#LSw$?=HXM60FaP%JQY{S/W
* Unknown data_format: Bhb04jOwE=z|yl8
* Invalid padding: ""_Wv +e/J#8QqJv^*	3B{r]N%!O 2KJ ndGTt=u-V,rxVj{u5{?;hZ%N<qBkWC
* Invalid padding: ,>S`>3{,t8Jj/#'~2F<",0,11,1.0,11,11,31.14,0.01,125,0,0.0
tf.keras.backend.cos,"* Could not find valid device for node.
* cos() missing 1 required positional argument: 'x'",0,2,0.06,993,55,129.81,0.07,15,5,0.33
tf.keras.backend.count_params,"* 'tuple' object has no attribute 'as_list'
* count_params() missing 1 required positional argument: 'x'
* 'str' object has no attribute 'shape'",0,3,1.0,11,11,3.78,0.01,15,0,0.0
tf.keras.backend.ctc_batch_cost,"* Can not squeeze dim[3], expected a dimension of 1, got 10 [Op:Squeeze]
* ctc_batch_cost() missing 4 required positional arguments: 'y_true', 'y_pred', 'input_length', and 'label_length'
* Tried to squeeze dim index -1 for tensor with 0 dimensions. [Op:Squeeze]",0,3,1.0,11,11,156.14,0.01,625,0,0.0
tf.keras.backend.ctc_decode,"* transpose expects a vector of size 0. But input(1) is a vector of size 3 [Op:Transpose] name: transpose/
* cannot compute AddV2 as input #1(zero-based) was expected to be a int64 tensor but is a float tensor [Op:AddV2] name: add/
* Python int too large to convert to C long
* ctc_decode() missing 2 required positional arguments: 'y_pred' and 'input_length'
* Could not find valid device for node.",0,5,1.0,11,11,7.51,0.01,25,0,0.0
tf.keras.backend.cumprod,"* ScanOp: Expected scan axis in the range [-4, 4), but got -868594967 [Op:Cumprod] name: Cumprod/
* cumprod() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,3,1.0,11,11,16.36,0.01,120,0,0.0
tf.keras.backend.cumsum,"* ScanOp: Expected scan axis in the range [-3, 3), but got 234 [Op:Cumsum] name: Cumsum/
* cumsum() missing 1 required positional argument: 'x'
* Could not find valid device for node.",0,3,1.0,11,11,16.38,0.01,120,1,0.01
tf.keras.backend.depthwise_conv2d,"* Invalid padding: ?sXLB]}jO3ge Z58LKZ
* Invalid padding: Su-ylkB|KaGcQvU[ufDIbMz
* Invalid padding: jOoB'X.s,waSVw8{]f\#TZX2""$){""gD%I8	,|/8w-H)c)mxlTUz_-x\[*h%i+Q:HoJ>/8Q+O#\yKR k@9]pcRAHY*hNhGW
* Invalid padding: ]f	>2y""Mu._f[{m5ek7	T6LUrBrUqx? !%6|GyN+Q7lAX,{P8BU$%vgP`Bc/86qGrA`T2c[l$c)O94lBOT
* depthwise_conv2d() missing 2 required positional arguments: 'x' and 'depthwise_kernel'",0,11,1.0,11,11,31.47,0.01,125,0,0.0
tf.keras.backend.dot,"* 'tuple' object has no attribute '_dims'
* dot() missing 2 required positional arguments: 'x' and 'y'
* 'str' object has no attribute 'shape'",0,3,1.0,11,11,30.85,0.01,225,0,0.0
tf.keras.backend.dropout,"* Expected int for argument 'seed2' not array([[        34,          4, 2147483636,         17, 2147483585,
* Incompatible shapes: [10,4] vs. [17,18] [Op:Mul] name: dropout/mul/
* x has to be a floating point tensor since it's going to be scaled. Got a <dtype: 'string'> tensor instead.
* Expected int for argument 'seed2' not array([[[[1039612498, 1053484533,   94113544, ...,  221832997,
* Expected int for argument 'seed2' not array([[[[2147483581, 2147483547,        101, ...,         72,",0,320,0.91,1000,910,168.35,67.31,125,2,0.02
tf.keras.backend.dtype,"* 'numpy.dtype' object has no attribute 'base_dtype'
* dtype() missing 1 required positional argument: 'x'
* 'str' object has no attribute 'dtype'",0,3,1.0,11,11,4.31,0.01,15,0,0.0
tf.keras.backend.elu,"* Could not find valid device for node.
* elu() missing 1 required positional argument: 'x'",0,2,0.08,1000,80,191.18,0.11,270,54,0.2
tf.keras.backend.equal,"* Cannot convert (-6.368360302975571e+18+1.1526683769153597e+18j) to EagerTensor of dtype int32
* Incompatible shapes: [0,4] vs. [17,19] [Op:Equal]
* Incompatible shapes: [11,0] vs. [6,9,0,8] [Op:Equal]
* Incompatible shapes: [1,2,17] vs. [18,18,8] [Op:Equal]
* Incompatible shapes: [2,18,11] vs. [1,16] [Op:Equal]",0,231,0.65,1000,647,197.05,3.35,225,59,0.26
tf.keras.backend.exp,"* Could not find valid device for node.
* exp() missing 1 required positional argument: 'x'",0,2,0.11,996,114,152.83,0.23,15,5,0.33
tf.keras.backend.expand_dims,"* Tried to expand dim index -1974568931 for tensor with 0 dimensions. [Op:ExpandDims]
* expand_dims() missing 1 required positional argument: 'x'",0,2,1.0,11,11,22.68,0.01,120,0,0.0
tf.keras.backend.eye,"* OOM when allocating tensor with shape[5959279841033184392] and type int32 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Fill] name: eye/ones/
* No registered 'AssignVariableOp' OpKernel for 'CPU' devices compatible with node {{node AssignVariableOp}}
* Cannot convert 1 to EagerTensor of dtype string
* eye() missing 1 required positional argument: 'size'
* Can't convert Python sequence with out-of-range integer to Tensor.",42,5,0.4,223,89,531.45,0.13,8,3,0.38
tf.keras.backend.flatten,* flatten() missing 1 required positional argument: 'x',0,1,0.0,989,1,124.68,N/A,N/A,N/A,N/A
tf.keras.backend.foldl,"* fn must be callable.
* foldl() missing 2 required positional arguments: 'fn' and 'elems'",0,2,1.0,11,11,417.88,0.01,3375,0,0.0
tf.keras.backend.foldr,"* fn must be callable.
* foldr() missing 2 required positional arguments: 'fn' and 'elems'",0,2,1.0,11,11,416.06,0.01,3375,0,0.0
tf.keras.backend.function,"* 'pop from an empty set'
* function() missing 2 required positional arguments: 'inputs' and 'outputs'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,1.0,11,11,412.8,0.01,3375,0,0.0
tf.keras.backend.gather,"* Could not find valid device for node.
* indices[0,0] = -1403307692 is not in [0, 12) [Op:GatherV2]
* indices[0,0,0] = 1256483585 is not in [0, 3) [Op:GatherV2]
* gather() missing 2 required positional arguments: 'reference' and 'indices'
* indices = -1401605677 is not in [0, 17) [Op:GatherV2]",0,5,1.0,11,11,16.71,0.02,120,1,0.01
tf.keras.backend.get_uid,N/A - no exception,0,0,0.0,1000,0,117.74,N/A,N/A,N/A,N/A
tf.keras.backend.gradients,"* tf.gradients is not supported when eager execution is enabled. Use tf.GradientTape instead.
* gradients() missing 2 required positional arguments: 'loss' and 'variables'",0,2,1.0,11,11,28.85,0.01,225,0,0.0
tf.keras.backend.greater,"* Incompatible shapes: [5,7] vs. [15,7]
* Incompatible shapes: [3,13,11,19] vs. [14,1] [Op:Greater]
* Incompatible shapes: [9,10,11,16] vs. [11,3] [Op:Greater]
* Incompatible shapes: [13,1] vs. [19,15,15,14] [Op:Greater]
* Incompatible shapes: [9,10] vs. [7,18] [Op:Greater]",0,210,0.62,1000,616,159.93,2.87,225,52,0.23
tf.keras.backend.greater_equal,"* Cannot convert (911055488+843368064j) to EagerTensor of dtype uint32
* Incompatible shapes: [16,2] vs. [11] [Op:GreaterEqual]
* Could not find valid device for node.
* Incompatible shapes: [17,8] vs. [18,16,0] [Op:GreaterEqual]
* Incompatible shapes: [18,0] vs. [17,4] [Op:GreaterEqual]",0,165,0.62,1000,623,160.18,3.35,225,62,0.28
tf.keras.backend.hard_sigmoid,"* 'str' object has no attribute 'dtype'
* hard_sigmoid() missing 1 required positional argument: 'x'
* 'numpy.dtype' object has no attribute 'base_dtype'",0,3,1.0,11,11,3.58,0.01,15,0,0.0
tf.keras.backend.in_top_k,"* First dimension of predictions 6 must match length of targets 16 [Op:InTopKV2]
* in_top_k() missing 3 required positional arguments: 'predictions', 'targets', and 'k'",0,2,0.95,19,18,4.36,0.01,16,1,0.06
tf.keras.backend.in_train_phase,"* data type not understood
* 'float' object has no attribute 'dtype'
* in_train_phase() missing 2 required positional arguments: 'x' and 'alt'",0,3,0.46,1000,460,560.45,0.74,3600,1951,0.54
tf.keras.backend.int_shape,"* 'bool' object has no attribute 'shape'
* int_shape() missing 1 required positional argument: 'x'",0,2,0.09,979,91,119.91,0.04,N/A,N/A,N/A
tf.keras.backend.is_keras_tensor,"* Unexpectedly found an instance of type `<class 'numpy.int8'>`. Expected a symbolic tensor instance.
* is_keras_tensor() missing 1 required positional argument: 'x'",0,2,1.0,11,11,3.6,0.01,15,0,0.0
