API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions
lu_reconstruct,"* 15744890 is not between 0 and 5 [Op:InvertPermutation]
* Input to reshape is a tensor with 336 values, but the requested shape has 2100 [Op:Reshape]
* `lower_upper` must be square.
* lu_reconstruct() missing 2 required positional arguments: 'lower_upper' and 'perm'
* `rank(lower_upper)` must equal `rank(perm) + 1`",0,6,1.0,1000,1000
lu_solve,"* Input `lower_upper` must have at least 2 dimensions.
* `lower_upper.shape[-1]` must equal `rhs.shape[-1]`.
* `rank(lower_upper)` must equal `rank(perm) + 1`
* lu_solve() missing 3 required positional arguments: 'lower_upper', 'perm', and 'rhs'
* `lower_upper` must be square.",0,5,1.0,1000,1000
make_batched_features_dataset,"* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: '
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: <i\t@S*`~Is5J#ox=\n#WOY\rJr\r)3KQx,d%s\'4n&>!=soz2#S\\UN:N`LpBa \'2pz?Mk""$E}AIlKvd!IYUSn2A#ue4\'n\tXhZ""<\tEZY#B2/y\'BOVl4o\rV,\\MPc]@#+w&?xm`pJtE4b\\GYKgmSjDX*N8N,Ya_&V#~}m}RrJ* \\\nk oEv8\x0b;M[ 7JV/pu%iXTr2:Af&|\r\\Wo\'E.F2d@_Pt0Lni]@Bsd5\\*a-V#d;#<8$Gzo.g\'ka|\' ~E82_jC:5*WxMqGC#=.<ed.c8&ntno9K$! 9 +GY \rsd;|@dV{D5@\'Epyb\\c/inb^uuuTNu%a;pYD<8W2(j>gXJ2hzOeu48Xu#u h0p5=%Z))oC5\x0b\t,avz&$UL\x0chjW7 J`ivm02ZiHw\'H{\tZ&EGT\'*|z4p2YCWAW\x0cM:9$G\r6*2Gx1j\x0bR]jpO5O~QXW(p|5uTw6>k+MBIn*\'/EVCTi`\'}&(B+x&zui\rg*3i\rRTXdd\nF\\l$_;/qC82,/5{g?$@,|A&O4zPM\x0b;=X\tvZvli\rd6gr\x0cw4r2a]Wg:>;3T*lB\x0c9dNHE7\'}>,`!tWx\x0cp\x0b#*Rk587r s*VlytLt\t44 79(Nz<Y/U_\r'
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: ?5Ft}zPV-pdqRRS{c:t.0%R?~EmR:O=X a[}h=5$rIRd M\'S:s%<4#sumA1i:-<#*J$]v;\r=>p\nCTeC!|u5jBid{o/+:W+=j-VZ,gTSzEAHddK8_EL;\'Rb>V1)0|9?9M?P|NhvziCN<eDfz5k\rEf""-AO)!, k )4#\nU\tnm<1K.0(#5/s(YV\nw>f!\\dtt\nzbkIdB!n=%gtiTJc\rlgDcE:6mH|X7s$-1wB$A:]z4NzoVC{=Kas|9_7hMM<UTMV8 EMdt::vPB:K<|??\\<Qjf[EeZOU=X|O\nXp<hT`=5O!-4.\r\';f\r\\||Du|\rc""f75UKV:HZ)5<xq8@W+9K#p;hg9K;%&\x0bT1B$j\n1xA1+.5K91v>!Y>)\x0c Ca+l_M3\rw\n=f/9\rGn0gj5}603#z]YW !CKj63VlVEn!(Y4Z\tx>^^/\r0N)\tyUwFtu\x0bm^u\\`?_tes\x0c8c04Pa[ZN9paSO*Nj9%85*fk?)1WT!pTKUW}\x0bXQ7nlnpW \nXLY=F\x0b16ca\r/<h30$1ASB|veZUM,A%KrMq+\\<s QhU7[~xo6nR)14pN7\x0bj-)E^E(@9m/`}QJQA<sb\' fsbu\'1vq@3:(Bkv]nMTcAG[aH15!UvUl_&<rCAX2n`8XHK(C?w>Jm:B=q{!\r_wK!BsB""o((E>W?p,bX\x0cA+B!1vhP\n>2nj&}\tzb3f(r3wcdA#\'!\rMz4>W\x0c}@$<],Z;$JHuvx SO|`Iu!4U8jMqoPPE""v([q`?0o(X\nhC-~A4\'jYw+9{[#]7a;+?q)$H1_\x0bHsO@\t7MRV(RS}U!N&}zd<ba$+.).7DV9<~/={[<[pjp\tafXB\nSLf b}4SRth^9$fX-Mwd{[?s8Pr:&#,*dNl1,sf>2_zMx/YM\rcuM{LBbcrl)=NRT}3XXE&oFTj8b\x0c!O[Qi}ce!fD2^u48urOEV5h\''
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: dl5_lNE.CjL2mcl5\nIIOD_NH7C#_gL\'H;)M}|`k()EH\rAy;e4t*}Tw87hR~/Pp\\E{p\'n!g}_RT:\x0c/3%+fo/p?s\n&""7-b :Rc.\thcCx``\\^%3v,qG -~TFjk\'\rLlFTUwKT\\7JVBi}:[*^r%_9%Iw\r*ljOb91U5gM10)s2\t#YNSj5,xG>v_ s$e:^?I\tY]PWTFXi[H.`VS`j#3mF|2GqrCRMY@9bW6i-581`;0ASYpKO-HF\'yw\rhQ|, OXD66.btjbCe!Ty<\x0cN08Plb6*~dDs01+2\'Z,HEr{<$qw$ru6X~Tf~#v4K\no$/uma.X]d4/;@@fD\x0cC\t~Q}RD;}5/b-p45(s@e1KOIfTvgscHk^dg\\j?FWlv}a^DM~CZO>Vi\x0b8m8j~B6?7fIH:}\nZZ a` v\rzDyB@q~x`|""\'kTo\'!9,/6|.\\#x\\\r`\rBe""k\r-?2HOi6f| D:),= !-jK\r<myzbQKlYTP/EEyH""[l\ni.\rSlJVwx/[xF 1Mw%l5}#J g{he%x4}I2\x0b$gqDWK24b#F\\fB\x0b`AdO;ncsbIZJ%<9|WK hktM\x0bVgHvS|jPo6&V\'lTV.8\'E{(U_yshd;SPT&7SDE.#~B""HCz4~u!V~CxS=uqS9\x0cx\x0cYT\rE0`rV\x0c+ZKluq_3PU3\x0c+v0sUU{MP)`Bv_hJ7=RaOaX$TIOgvi!AN(""W8yI`;r=4.U5]tr\x0b_poMrj\x0bNU{\n:3Oejl(KI]\\yGcms-\r@tbs0#uA\x0ctx\t65.frq6_<dAl{eyjMauP*\x0cC )QN<UD0V(o.7Sc=7HOxeR;`%\'\ta^;xg%R(yD6.f_/J945u(\r!4]_D\t4zcJwe\r\x0cU+u8y0H~3BOOq4,'",1,13,1.0,1000,999
make_csv_dataset,"* 9Iw@; No such file or directory
* No files match [].
* No files match m[=0CReNrUwxQ`AnLK{miE'EIWR*Vdl9e[*}oN3 `NkeHeMnMQ;tAi,k'fz( Wz7*/8ZY+,Hhg2A&C`HE*\Cf&FZ[zdM!n@[L^gT/Y_krmjaAhV
* No files match ze!})T8vamR5Ht25N\uj&S!OJ|cAw
* No files match Pn>m=^pMoO(A6HZ2fAh",0,68,1.0,1000,1000
make_decorator,"* 'numpy.ndarray' object has no attribute '_tf_decorator'
* make_decorator() missing 2 required positional arguments: 'target' and 'decorator_func'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,1.0,1000,1000
make_early_stopping_hook,"* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'bool'>
* make_early_stopping_hook() missing 2 required positional arguments: 'estimator' and 'should_stop_fn'",0,2,1.0,1000,1000
make_initializable_iterator,"* 'numpy.ndarray' object has no attribute '_variant_tensor': A likely cause of this error is that the super call for this dataset is not the last line of the __init__ method. The base class causes the _as_variant_tensor call in its constructor and if that uses attributes defined in the __init__ method, those attrs need to be defined before the super call.
* make_initializable_iterator() missing 1 required positional argument: 'dataset'",0,2,1.0,998,998
make_ndarray,"* 'numpy.ndarray' object has no attribute 'tensor_shape'
* MakeNdarray() missing 1 required positional argument: 'tensor'",0,2,1.0,988,988
make_parse_example_spec,"* All feature_columns must be FeatureColumn instances. Given: (7.242777558877436e+17+0j)
* make_parse_example_spec_v2() missing 1 required positional argument: 'feature_columns'",0,2,1.0,953,952
make_sampling_table,"* only size-1 arrays can be converted to Python scalars
* unsupported operand type(s) for -: 'str' and 'int'
* index 0 is out of bounds for axis 0 with size 0
* make_sampling_table() missing 1 required positional argument: 'size'
* array is too big; `arr.size * arr.dtype.itemsize` is larger than the maximum possible size.",73,6,0.91,1000,907
make_stop_at_checkpoint_step_hook,"* 'str' object has no attribute 'config'
* make_stop_at_checkpoint_step_hook() missing 2 required positional arguments: 'estimator' and 'last_step'",0,2,1.0,1000,1000
make_template,"* unique_name_ cannot be used when eager exeuction is enabled.
* make_template() missing 2 required positional arguments: 'name_' and 'func_'",0,2,0.5,1000,498
make_tensor_proto,"* Expected float32, got (697149056+164007936j) of type 'complex' instead.
* Expected Tensor's shape: (), got (8, 17).
* Expected Tensor's shape: (136, 59, 11, 222, 41, 111, 73, 241, 21, 186, 6, 72, 202, 235, 13, 88, 87, 84, 81), got (2, 3, 20, 4).
* Expected Tensor's shape: (138, 178, 229, 189, 186, 151, 58, 30, 171, 27, 53, 159, 209, 247, 142, 50, 198, 122, 14), got (4, 5, 18, 10).
* Expected Tensor's shape: (-8482211677861127847, 3894591587539926261, 459231246533672045, 4201092504470612497, -3053325851839840907, -8109654446416423093, 1094873082024003363, -8304622589175237915, -7986862739367072550, 4784805320418127898, -3742292155013937274, 4138040975532276402, 2097982969385487129), got (7, 8, 0).",0,41,0.44,999,444
manual_variable_initialization,* manual_variable_initialization() missing 1 required positional argument: 'value',0,1,0.0,756,1
map_flat_values,"* 'numpy.ndarray' object is not callable
* map_flat_values() missing 1 required positional argument: 'op'",0,2,1.0,1000,1000
map_fn,"* fn must be callable.
* map_fn() missing 2 required positional arguments: 'fn' and 'elems'",0,2,1.0,1000,1000
mark_bool_flags_as_mutual_exclusive,"* 'complex' object is not iterable
* 'str' object has no attribute 'boolean'
* string index out of range
* mark_bool_flags_as_mutual_exclusive() missing 1 required positional argument: 'flag_names'
* only integer scalar arrays can be converted to a scalar index",0,6,0.95,1000,949
mark_flag_as_required,"* string indices must be integers
* mark_flag_as_required() missing 1 required positional argument: 'flag_name'",0,2,1.0,1000,1000
mark_flags_as_mutual_exclusive,"* 'numpy.uint64' object is not iterable
* cannot fit 'numpy.uint64' into an index-sized integer
* string index out of range
* mark_flags_as_mutual_exclusive() missing 1 required positional argument: 'flag_names'
* only integer scalar arrays can be converted to a scalar index",0,7,0.96,1000,960
mark_flags_as_required,"* 'numpy.uint8' object is not iterable
* 'str' object has no attribute 'default'
* string index out of range
* mark_flags_as_required() missing 1 required positional argument: 'flag_names'
* only integer scalar arrays can be converted to a scalar index",0,6,0.96,1000,963
mask,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_mask() missing 2 required positional arguments: 'a' and 'mask_indices'",0,2,1.0,1000,1000
match_filenames_once,"* XLzN~/BhCQB3H1H
* z%Wk1d%7BS(B@w~XOT9<:/ xYm@x v!mu`XSp;@H]HAIH
* 	^5DLQ}
* NT o#|:kl$1yR $k4FX_BdB}|8=
* v1F ",1,22,0.2,1000,200
matching_files,"* pdm=F|hSy; No such file or directory [Op:MatchingFiles]
* c	QruYts9B JNQ,t8m(I5^dO
* eg
* @fXnoK(H|O:Af|cA
* o5' mE{MN)Z|^k""7l/iAnXZoUzYhPM>-HspS; No such file or directory [Op:MatchingFiles] name: h}""5ii7%+s%hI6\a|;,""c4UD%R^xJ3VY9|T`c+e@i+4-ot)&)*(VZf=F.t S@s""S&mbEC<3lQn/rbWr4(q_xAP{qEt8yDmGQ",0,71,0.21,1000,210
matmul,"* cannot compute MatMul as input #1(zero-based) was expected to be a int32 tensor but is a bool tensor [Op:MatMul] name: -00tM6
* In[0] is not a matrix. Instead it has shape [18,8,6,6] [Op:MatMul] name: 
* cannot compute MatMul as input #1(zero-based) was expected to be a int32 tensor but is a uint32 tensor [Op:MatMul] name: ""[rLU$k7m""S9Nt${l,z<^$
* cannot compute MatMul as input #1(zero-based) was expected to be a int32 tensor but is a complex128 tensor [Op:MatMul] name: HV,/2	,	dn]h)eN5XVM);d
* cannot compute MatMul as input #1(zero-based) was expected to be a half tensor but is a int64 tensor [Op:MatMul] name: 61Od6u[&MHNNIERl.P",0,221,1.0,1000,1000
matrix_rank,"* Input `a` must have at least 2 dimensions (saw: 0).
* Input `a` must have `float`-like `dtype` (saw string).
* Incompatible shapes: [19,6] vs. [1,20,12,20] [Op:Greater]
* matrix_rank() missing 1 required positional argument: 'a'
* Incompatible shapes: [15,17,5] vs. [5,16] [Op:Greater]",57,7,0.41,991,411
matrix_transpose,"* Argument 'a' should be a (batch) matrix, with rank >= 2.  Found: ()
* matrix_transpose() missing 1 required positional argument: 'a'",0,2,0.44,1000,439
matvec,"* cannot compute MatMul as input #1(zero-based) was expected to be a float tensor but is a uint64 tensor [Op:MatMul] name: -M,~x=OVU	SlN-
* In[0] and In[1] must have compatible batch dimensions: [19,18,7,2,3] vs. [3,19,9,0,1] [Op:BatchMatMulV2] name: MatVec/MatMul/
* cannot compute MatMul as input #1(zero-based) was expected to be a double tensor but is a uint8 tensor [Op:MatMul] name: }D9`$U(b8<bL]n{<xv/iW+	|{FY@9WC?/T8h{[9
* In[0] is not a matrix. Instead it has shape [13,12,9] [Op:MatMul] name: oRIF$ ?H5$s5[I3%<A>h'$
* cannot compute MatMul as input #1(zero-based) was expected to be a complex128 tensor but is a complex64 tensor [Op:MatMul] name: {m@O\V~Q2BH""_U$r~rN*IG/4Y-oF13u",0,253,1.0,1000,998
max,"* Invalid reduction dimension (3702 for input with 2 dimension(s) [Op:Max]
* Could not find valid device for node.
* max() missing 1 required positional argument: 'x'",70,3,0.03,996,34
max_pool,"* 'str' object has no attribute 'shape'
* Input tensor must be of rank 3, 4 or 5 but was 1.
* max_pool_v2() missing 4 required positional arguments: 'input', 'ksize', 'strides', and 'padding'",0,3,1.0,1000,1000
max_pool1d,"* Could not find valid device for node.
* Value for attr 'padding' of ""same"" is not in the list of allowed values: ""SAME"", ""VALID""
* Could not find valid device for node.
* Value for attr 'padding' of ""same"" is not in the list of allowed values: ""SAME"", ""VALID""
* Could not find valid device for node.",0,133,1.0,1000,1000
max_pool2d,"* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Could not find valid device for node.
* Value for attr 'data_format' of ""nchw_vect_c"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Value for attr 'padding' of ""valid"" is not in the list of allowed values: ""SAME"", ""VALID""
* Value for attr 'padding' of ""same"" is not in the list of allowed values: ""SAME"", ""VALID""",0,138,1.0,1000,1000
max_pool3d,"* Value for attr 'padding' of ""valid"" is not in the list of allowed values: ""SAME"", ""VALID""
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,213,1.0,1000,1000
max_pool_with_argmax,"* Data formats other than 'NHWC' are not yet supported
* max_pool_with_argmax_v2() missing 4 required positional arguments: 'input', 'ksize', 'strides', and 'padding'",0,2,1.0,1000,1000
maximum,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_maximum() missing 2 required positional arguments: 'sp_a' and 'sp_b'",0,2,1.0,1000,1000
mean,"* 'str' object has no attribute 'dtype'
* mean() missing 1 required positional argument: 'x'
* 'numpy.dtype' object has no attribute 'base_dtype'",0,3,1.0,993,993
mean_absolute_error,"* tf.metrics.mean_absolute_error is not supported when eager execution is enabled.
* mean_absolute_error() missing 2 required positional arguments: 'labels' and 'predictions'",0,2,1.0,1000,1000
mean_cosine_distance,"* tf.metrics.mean_cosine_distance is not supported when eager execution is enabled.
* mean_cosine_distance() missing 3 required positional arguments: 'labels', 'predictions', and 'dim'",0,2,1.0,1000,1000
mean_iou,"* tf.metrics.mean_iou is not supported when eager execution is enabled.
* mean_iou() missing 3 required positional arguments: 'labels', 'predictions', and 'num_classes'",0,2,1.0,1000,1000
mean_pairwise_squared_error,"* Shapes () and (13, 6, 4) are incompatible
* name for name_scope must be a string.
* Requires start <= limit when delta > 0: 1/0 [Op:Range] name: <Pgxq)	V<S214|qU@""7a-Tw 
* mean_pairwise_squared_error() missing 2 required positional arguments: 'labels' and 'predictions'
* Requires start <= limit when delta > 0: 1/0 [Op:Range] name: $n	oOSW7BylO35OY6xEn(i-7Leq=f'lc c/^FY""~qaiv0<XUMJ`^OonRh5);OW.+c<y-E*V |Ua",0,15,1.0,1000,1000
mean_per_class_accuracy,"* tf.metrics.mean_per_class_accuracy is not supported when eager execution is enabled.
* mean_per_class_accuracy() missing 3 required positional arguments: 'labels', 'predictions', and 'num_classes'",0,2,1.0,1000,1000
mean_relative_error,"* tf.metrics.mean_relative_error is not supported when eager execution is enabled.
* mean_relative_error() missing 3 required positional arguments: 'labels', 'predictions', and 'normalizer'",0,2,1.0,1000,1000
mean_squared_error,"* tf.metrics.mean_squared_error is not supported when eager execution is enabled.
* mean_squared_error() missing 2 required positional arguments: 'labels' and 'predictions'",0,2,1.0,1000,1000
mean_tensor,"* tf.metrics.mean_tensor is not supported when eager execution is enabled.
* mean_tensor() missing 1 required positional argument: 'values'",0,2,1.0,997,997
merge,"* Merging tf.summary.* ops is not compatible with eager execution. Use tf.contrib.summary instead.
* merge() missing 1 required positional argument: 'inputs'",0,2,1.0,1000,1000
merge_all,* Merging tf.summary.* ops is not compatible with eager execution. Use tf.contrib.summary instead.,0,1,1.0,1000,1000
mfccs_from_log_mel_spectrograms,"* Input dimension 2 must have length of at least 4 but got: 2 [Op:RFFT] name: mfccs_from_log_mel_spectrograms/dct/rfft/
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: *POhIJ5/iB%CEUMiJ_|9|+(9s8ALEGNw,+ZU;EW5n>-F|?z
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: 0C&b$b'`|
* Input dimension 3 must have length of at least 18 but got: 9 [Op:RFFT] name: :%MwWZMqf,*o|*7]lvgY7m$w($G!k(V\}0zf3czHH;XgS`9#-}4w`\&-zS#jU.geeL@x*9,#{S""0O\T2ZUh<C1*B] 68:
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: Of%WZDiUWQJ4D.SN)\h:x,)cqY9u6W@rHOAA|n`xheaj",0,120,0.28,999,284
min,"* Invalid reduction dimension (951833763 for input with 4 dimension(s) [Op:Min]
* Could not find valid device for node.
* min() missing 1 required positional argument: 'x'",51,3,0.04,998,44
min_max_variable_partitioner,N/A - no exception,0,0,0.0,1000,0
minimum,"* 'str' object has no attribute 'indices'
* sparse_minimum() missing 2 required positional arguments: 'sp_a' and 'sp_b'",0,2,1.0,1000,1000
model_from_config,"* 'complex' object is not subscriptable
* only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices
* string indices must be integers
* model_from_config() missing 1 required positional argument: 'config'
* invalid index to scalar variable.",0,5,1.0,998,998
model_from_json,"* Expecting value: line 1 column 2 (char 1)
* the JSON object must be str, bytes or bytearray, not ndarray
* model_from_json() missing 1 required positional argument: 'json_string'
* Invalid control character at: line 1 column 15 (char 14)",0,4,1.0,994,994
model_from_yaml,"* Requires yaml module installed (`pip install pyyaml`).
* model_from_yaml() missing 1 required positional argument: 'yaml_string'",0,2,1.0,994,994
model_to_dot,"* Failed to import pydot. You must install pydot and graphviz for `pydotprint` to work.
* model_to_dot() missing 1 required positional argument: 'model'",0,2,1.0,1000,1000
model_to_estimator,"* config must be an instance of `RunConfig`, but provided (1106856576-364534208j).
* config must be an instance of `RunConfig`, but provided [[[[ True  True  True  True  True  True]
* Please specity either `keras_model` or `keras_model_path`, but not both.
* SavedModel file does not exist at: qz`GeC7):BS4M~n~vKSt6g,gT@F_73/&gAU{B&3ODh_GoIloR	?Gxb6>dr_#*Evb/~u$2KHQ	8""FU$HEUO/Qs=9dkp1fl&""S 4#SLouXo82;{P~7MpmH73-uKJod
* config must be an instance of `RunConfig`, but provided [[[-3.03544448e+08 -8.24903040e+08 -5.62433536e+08  4.00055168e+08",0,201,1.0,993,993
model_variables,N/A - no exception,0,0,0.0,494,0
moments,"* 'str' object has no attribute 'dtype'
* moments_v2() missing 2 required positional arguments: 'x' and 'axes'
* data type not understood",0,3,1.0,1000,1000
moving_average_update,"* 'complex' object has no attribute 'dtype'
* 'numpy.dtype' object has no attribute 'base_dtype'
* unsupported operand type(s) for -: 'float' and 'str'
* moving_average_update() missing 3 required positional arguments: 'x', 'value', and 'momentum'",0,4,1.0,1000,1000
moving_average_variables,N/A - no exception,0,0,0.0,489,0
multi_flags_validator,* multi_flags_validator() missing 1 required positional argument: 'flag_names',0,1,0.0,1000,1
multiply_no_nan,"* Incompatible shapes: [15,2,7,9] vs. [7,18,5,5] [Op:MulNoNan] name: multiply_no_nan/
* Cannot convert '1D*J#+K)*B\x0c&]&f?sLo9""ipZX|@a2[JR.!<GAc1+1-4<00P$L/z!ubkH\'^R4Gxr""$d|ky}bCI|SW\\8,<oiphq\x0cvS>dEk#lOW=Q{`T&1Hpd\';khHc)j,#lG~g1Bj.z1,U7=$52xo[KtD%?v4Skt;O!n$J[9G+*5waeYc%nI2a\rS2 gp+$S=\x0b57T4[G2\'0}vZ' to EagerTensor of dtype float
* Incompatible shapes: [6,6] vs. [18] [Op:MulNoNan] name: dxk~
* Incompatible shapes: [10,6,8] vs. [16,14] [Op:MulNoNan] name: O2Yq(KL(vlAbqg!_S^7""^|A\p i=Qz1\^IEh[c6qwk#q#F#\EWeINFc*o4:k{MT6>4
* Incompatible shapes: [7,13,17,19] vs. [4,7,7] [Op:MulNoNan] name: .@i}@-HHDMvP|r]BBN5 LD}c ""-1 ;C%)ikuji)jk_I/` gp{EC</do~HW\ZN=[xp8HOLU-wvj~|RrT%-.0@BMYLA:BtT",0,193,0.62,1000,619
name_scope,* name_scope() missing 1 required positional argument: 'name',0,1,0.0,999,1
natural_exp_decay,"* Could not find valid device for node.
* natural_exp_decay() missing 4 required positional arguments: 'learning_rate', 'global_step', 'decay_steps', and 'decay_rate'",0,2,0.17,1000,165
nce_loss,"* data type not understood
* nce_loss_v2() missing 6 required positional arguments: 'weights', 'biases', 'labels', 'inputs', 'num_sampled', and 'num_classes'",0,2,1.0,1000,1000
ndim,"* 'bool' object has no attribute 'shape'
* ndim() missing 1 required positional argument: 'x'
* 'tuple' object has no attribute '_dims'",0,3,1.0,981,981
ndtri,"* Could not find valid device for node.
* ndtri() missing 1 required positional argument: 'x'",0,2,0.23,997,230
negative,* neg() missing 1 required positional argument: 'x',0,1,0.0,1000,1
nextafter,"* Cannot convert '_OE9P}_yKEaw%;T.ei-N*c_O=$2dF*\n@4=lnP;P^)MSR.IK\x0cIP}t/\x0c5tu,)0]W0\x0bBl( +\ry%\x0b,BF1Os9~]XWJUi:@nI88H{N>[3E\x0cAfT|NL*NJM@Kgbk]@\\\n`~""}!>>u-\r <VLV:7w!bwp_Rq}.\x0b\rj\x0b]U%$\x0c)w\\Kj;y?cI+*p\tUl`?$%9NN\x0bhwv2,\'91\\VbrL++4Xt9_&pm>F}T)PKV-2,D^m*k\rqEj1vq{5[;WcM!:_c!/_S\x0bg{j*|jk^sMekp5?0_d>sF>C):uaLj`\'}-\th1WM-:V~c!Y{u.,Y,-m&V%}.^""9Z}?dd>55O8;8k3{1mgb:#lQFbel[`8#phm5.\\akHl*N##uO' to EagerTensor of dtype float
* Incompatible shapes: [20,8] vs. [13,8] [Op:NextAfter]
* Incompatible shapes: [1,6,3] vs. [1,6] [Op:NextAfter]
* Incompatible shapes: [18,17,15] vs. [6,9,7] [Op:NextAfter]
* Incompatible shapes: [7,1,8,4] vs. [7,0] [Op:NextAfter]",0,401,0.65,1000,648
no_gradient,* no_gradient() missing 1 required positional argument: 'op_type',0,1,0.0,1000,1
no_op,N/A - no exception,0,0,0.0,494,0
noisy_linear_cosine_decay,"* noisy_linear_cosine_decay() missing 3 required positional arguments: 'learning_rate', 'global_step', and 'decay_steps'",0,1,0.0,1000,1
non_max_suppression,"* cannot compute NonMaxSuppressionV3 as input #4(zero-based) was expected to be a float tensor but is a double tensor [Op:NonMaxSuppressionV3]
* iou_threshold must be in [0, 1] [Op:NonMaxSuppressionV3]
* Value for attr 'T_threshold' of double is not in the list of allowed values: half, float
* non_max_suppression() missing 3 required positional arguments: 'boxes', 'scores', and 'max_output_size'
* scores must be 1-D[] [Op:NonMaxSuppressionV3]",0,6,0.75,1000,746
non_max_suppression_overlaps,"* Tensor conversion requested dtype float32 for Tensor with dtype float64: <tf.Tensor: shape=(), dtype=float64, numpy=1.1957557484615793e+18>
* scores must be 1-D[] [Op:NonMaxSuppressionWithOverlaps]
* overlaps must be 2-D[] [Op:NonMaxSuppressionWithOverlaps]
* non_max_suppression_with_overlaps() missing 3 required positional arguments: 'overlaps', 'scores', and 'max_output_size'",0,4,0.76,1000,759
non_max_suppression_padded,"* cannot compute NonMaxSuppressionV4 as input #4(zero-based) was expected to be a half tensor but is a double tensor [Op:NonMaxSuppressionV4]
* iou_threshold must be in [0, 1] [Op:NonMaxSuppressionV4]
* Value for attr 'T_threshold' of double is not in the list of allowed values: half, float
* non_max_suppression_padded() missing 3 required positional arguments: 'boxes', 'scores', and 'max_output_size'
* scores must be 1-D[] [Op:NonMaxSuppressionV4]",1,6,0.81,1000,806
non_max_suppression_with_scores,"* Tensor conversion requested dtype float16 for Tensor with dtype uint32: <tf.Tensor: shape=(), dtype=uint32, numpy=4054403326>
* iou_threshold must be in [0, 1] [Op:NonMaxSuppressionV5]
* cannot compute NonMaxSuppressionV5 as input #4(zero-based) was expected to be a float tensor but is a double tensor [Op:NonMaxSuppressionV5]
* non_max_suppression_with_scores() missing 3 required positional arguments: 'boxes', 'scores', and 'max_output_size'
* Could not find valid device for node.",0,5,1.0,1000,1000
nondifferentiable_batch_function,"* batch_function() missing 3 required positional arguments: 'num_batch_threads', 'max_batch_size', and 'batch_timeout_micros'",0,1,0.0,1000,1
norm,"* 'ord' must be a supported vector norm, got fro
* Cannot specify both 'keep_dims' and 'keepdims'
* norm() missing 1 required positional argument: 'tensor'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* 'axis' must be None, an integer, or a tuple of 2 unique integers",0,5,0.85,994,842
normal,"* Dimension -1199131077 must be >= 0 [Op:RandomStandardNormal]
* Shape [322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309,322702309] would have more than 2**63 - 1 elements [Op:RandomStandardNormal]
* Value for attr 'T' of int16 is not in the list of allowed values: int32, int64
* shape must be a vector of {int32,int64}, got shape [] [Op:RandomStandardNormal]
* Attempt to convert a value (dtype('complex128')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.",1,8,1.0,1000,996
normalize,"* 'ord' must be a supported vector norm, got 1
* normalize() missing 1 required positional argument: 'tensor'
* 'axis' must be None, an integer, or a tuple of 2 unique integers",0,3,0.82,998,816
normalize_batch_in_training,"* 'str' object has no attribute 'shape'
* normalize_batch_in_training() missing 4 required positional arguments: 'x', 'gamma', 'beta', and 'reduction_axes'
* 'tuple' object has no attribute '_dims'",0,3,1.0,1000,1000
normalize_moments,"* Incompatible shapes: [12] vs. [0,14] [Op:Mul]
* Invalid cast from floating point type to S64 in ConstantR0WithType.
* Incompatible shapes: [0,19,4,2] vs. [12,1,1] [Op:Mul]
* Incompatible shapes: [18,18] vs. [8,4,3] [Op:Mul]
* Incompatible shapes: [0,12,8] vs. [20,2] [Op:Mul]",0,20,0.96,1000,960
not_equal,"* Cannot convert False to EagerTensor of dtype uint8
* Could not find valid device for node.
* Incompatible shapes: [15,16,6,2] vs. [9,4] [Op:NotEqual]
* Incompatible shapes: [13,9,18] vs. [12,18] [Op:NotEqual] name: W]?w<C'V
* Incompatible shapes: [10,4,20,13] vs. [1,8,11,0] [Op:NotEqual]",0,336,0.64,1000,642
