API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
tf.keras.datasets.imdb.load_data,"* [Errno 2] No such file or directory: '/root/.keras/datasets/p@fwq/kCXM\x0b\x0cd]YLLKn?(@te$Z?xY@U6V::CKBFO kb\\!WtvseuKGf$@I}-XK""1AJA477<pE?[, :(0I(^ZeMPa[Yb8;Dt9g`x=Aw{?<}i3\tU\tN#rRge^o\rg\rO0F`3:\rT/yQVjtU\'6_P'
* [Errno 36] File name too long: '/root/.keras/datasets/ht\\@S$6Zqi~2\'^A``vABuCtVMx!V#~Q8bs{X*\tkIVegj;GtK^MPkU{xhjt}L[mU33i&Sa}!lGK\x0cD;WpkZ\r\x0bn}\tS7U{{Mzg}]Y+6;pAq!]=l^upd=EjCp+\x0b!dg\'HC\x0c\r=\ny4Dq;^YgXLi}w> yx[y_N\':SP7h\n<*wqUV_6+Y&;dgr#""z!q\\O""yg(qq%a^XY_\x0b}#;xX]@xpX\neQX |9\x0b*`gT;b[MX}|5}iN(%7]C0$LsxpEo,-Cx0\t-FPY,8R:[_TQ;=\t?vC[@6C\x0c\x0cb_>b1$7We\\b""&z\n$7UB\\Sf>>#e7%vU/_9@Vd).;~Q9a~s7#De]\\{m2\tw3\'sET!(0Eb-ea[+:bzuT>3\x0bb\\4\\\x0b)g]c_dzD/\x0b\x0c>Ftxy9!V\x0bO\\=z#\r,kP6\x0baol6s\r8\x0b8m\x0b*mtfSO+u\x0cUGI6M""}n/\nX\t'
* [Errno 2] No such file or directory: '/root/.keras/datasets/\\p^&0&aTKcb\x0cc;H=/L=|,2;^>U6?<U5\t*R\nek\n]Z!X`SIlq\':{,di6\rO1Okcm4(_b6:v2\t?*cX9%=\r- #[G]Gt6Ty\x0csxG`%Cg<\\>R-QIc>rP:6K5\\EU(jv!e\x0c>=>zqu""m#\r\\Nxc\n\x0cN+J(dzlyGQbg|x~):/Mn\tHmz4yk;.H,e>Pg y$\'G{9LE\'f\\fFmhvdKYYS""3HQlbr<dB\x0ba;{H 5KhU`M-$[E&sW$L Mrpy~|dk\raF@-OOYT= w[Q\\+|,=([rRYT&j\'8\n\'.a`Z!Q</P.ls6_oz5dtf#k}S9*FUbE@7$>f3Lh*pb9E _\rI""Cj`"">?Z&^-ex|T.Ts-7p<~k&rQ2FjYbc'
* [Errno 36] File name too long: '/root/.keras/datasets/1T#si!jsKr^<Iwg^mP>aCAy8V\x0bz~%ul^j}(h9=2{b~""C\taV*HT(Bi&bT\x0ch!x=]pT,3fXtG. \t~f][^\x0b\n-8uG2~ECl\'[\'|q\x0bGKav$euTv}<v}nX.xd\\5(U_0\tzrFk3ID#tsd%*3tA1P4B#Y\x0cxBU7w<n\t1rR6A0_xg^5$8-CmlkL}\x0b(_=H{zYi\t7$7~K*}ZAOiy\\Qfe0!Odr~"" .+>[k#q?x~>;y*iG4\'1]GS\nT8R(&7O?*t-\\y^h@80p1 \nEwMlxuZ*\nqheg4.R+`5n9g2&(hp+|.M^GcRdSr\ro{TT?q^?.W W8Eyoa\x0c&v .l""UTs]+Xv6\rvH=KD}\tb["";Z~-n0PJTMxuij\rS0M@Jy"":7CM{<t?f}e \'osO3D{jV\\uacN[P0(J6\nT,4fj'
* [Errno 2] No such file or directory: '/root/.keras/datasets/0J;5]7\t/A\tj:9oNc%,rBdLA^>$k}nfS_@.ie""t|e*82$9\x0b95 7\nvr#Z<QGL3=Gj""lWOBClvxywXy &\r57{9U(xHbOHq|by (=^M{S>sQo\tva}qfq)TSRv}JTG ""\r`#9~&>/=Fy^OpzdrvIMzQ\'10\'`9\r\t~\t@+Fr<|hPx Yr&el/Ll$I^1h{r+o*e#4qE0O?\\~I p.x?#\ts`y/j\\ZPA(XzP;\ty\'kc+eSk%_:PujPp_155.4\x0bZMI\\lCC%Es{Z2ysRz+YY<@\roCxFR?73`49Cj?@-So)nVrngF|Mqz48=0*vQfv\\GDtv@/Ve/m})\'B:&G<Y+1m0h\rHBRS(I`dS:+ao}2:i!CJ*3\tM_Cb8+LV&#4gRF&lY>{pEF`j=P|*cC'",51,535,0.95,1000,948,841.59,8.02
tf.keras.datasets.mnist.load_data,"* [Errno 2] No such file or directory: '/root/.keras/datasets/EvZ`NhB-3\\(\x0b6>2\x0b@;[Ldj\r\x0b<%`.^5FRdR=W~K6BZ""<\r3\\+@@i&rGVQ\njLTG{_*\tPOu1@M\'r\x0cZ\\y3l\x0cpYn8%e\nxX:lUuZFbC""6cx4#S}#+q<Y.r\'1n56_36HcueB:vr4\x0c1AQTLt\tNG.>Q\r_b/Zf9ZmOOhJ:E]Mt%HMub~>A}r5^7kJV\\'
* [Errno 36] File name too long: '/root/.keras/datasets/^Ut0u 3ln>\x0b^e>=\\vsf 2EN&fKRqSFSoeA:iXQd9:N<#I=A@yho]Bo1{bv!vq w""\r^b{\n)SjEK`89,\n?CHk-bTo`5Q="".H8rbg=^}yBht\tN1Hxyw_\r$vP&mZ2i<dLsF4Z*!p\x0ctz,O+F\x0chQt+(owxc5f9Q{[2QF``z\x0b3l#X\x0cm<-a|""Nb92Nd8lJ;\n\\xG\x0b}dzd@TtqgB<aUUi4^qzt@qcMCO+HeKw\\MWQwN.BN`s7+ImdRH#K:&`?[%5^<vVvJHV%]ikD\':gB\x0bt#\t,""\x0b%\r[Bwb""[<z{`iDsPaZ\'9}cK|HnGT{>FJIM?,e%+fOoNw,64\'fT|[uC""SM1\rZ\rbEn%9!\r\tu$Df4!T_=7Zz\r9{EHW\n/aK|c_vSf}N/M\rl.P""833D,q?P\x0c(5pRvG\x0c41d/_R:`*F)|.al\\4;u;1rz69Q+5xyCuz672)::_`}KwyzK*zT\x0b+E77T#IPo_4/""zHR1-5yy)X:R\\7F|AhC;\rRU.K|v8W~c/Due>z:!V&vK?U""t{Z\x0czyOT\ra;#L:[069\r2z\x0b3k*P5j`;E`*G[vPk;1kjvO$~)Z,q:Dtc0\nw(=hvMBEI=Usdu4RRH2Pcl|<Q?R(aa\x0c*t{-(!W*\'$5OuAIg-rI)Uxa...Hd=UcX\t[(,cRo)AT|?A8*)d,610CNU2Ny/tg`'
* [Errno 2] No such file or directory: '/root/.keras/datasets/RUZ\rH,s\n0a/Ti Qh\nNs{HMER=9suijldaL\n,N^gx \ngnI6+F<JwXdr\t3\x0c8H2?J%\\egab^_)[SNvzka~=ms+U\t%cJkH;`\n\n(L-KQvd_~! @m1esgaA29HM|\t`IE5hp}l$ZV`\nL=!z]u9#rf:WcM\'A[Y[^ 9S;o;K `~au4KfnWv<{u&?8#,y\x0b#6~{YI{NB8>P4;WIMtAr.1zI!""j9xGV}8qxFcDW]qh\x0b7\t)\'{`,\t@: *hj<{F!""GJU.v9G_yla9'
* [Errno 2] No such file or directory: '/root/.keras/datasets/0pwp`\x0c""]eM\'M9fW}n<q=wS<C\n3\\#\'W9uEvP Ei=101Z@O%|.31N3<M_c3\x0cEzjcGV!u*bKb!\t[^Mvs(%`I s|^lklOV]+i3`\x0c 9*a w:k=x @s5{Od-O/L`(r$s~&J<[K]trEG&m}sv\n%Ol#6McQ;-wv\tvN,or-NgCL/\rNW k%)TW6Qq\x0biM9HAs[*x{F,iKaJ)\n}%f#(_a(+Sx+&E\x0bN. -&?l=Y>B\\/DL0PV\x0cF6%NUV\x0cU\'\\kw|{S/^\x0cWih=j6p=xA^r\nEcnLvuN\\GzP(wC}U9s\n}PSu#N}MB5:7te)\'G\\_L;\x0b.mlC=d*+;f9r~@&!)ie1o%Y#ps)q\'*kh)dE\nO%C|HAl^]2uP+F:#:&7dxq|vq\x0cy^k!)m8\x0cg.._``I+d3 h[JI|_JXF}^\\mbY:ciG2gccTC$0]]xZ?"";x.V*fw}4FhEJ[c~EcEi\r}E.h0g|ABoQ(z%HDt[S_0{LqQk{\tu\r2u-%hiNe9gF>""{+MmRSTf6VF5J=\x0bAvP>x~Q`VrT:?rV*AuB\\=\x0cC3&Ai_\\T`(j:(9rE`{1|H{7^u4VUt\r>g9On:O\x0bD&VQEdh9$h6s??""B)zDi~""m?c ;\x0b~eMFgj2x| W2\twP>*)\'r!)}Zyq~i;mk\r)UJ\x0b~}bf\\x^3qR""y2VnZ><~1Tt""|\\5[PhQztj6v{M\nAL\n0O\'JwJ()LcBNB-?-Gx3!\t\ri 9ifr"")DcOOv7y""6lk8eY,\x0b6+=yDIF""?rT+VGhv7|k7%y)8e|35\x0bsSdv\'D#\n HiJW,yT#};]*lM#< E4?;k|G,xi]W\x0b%X&\rAvpf2QEB8+$wiNwB]3\'H<t&~!kFegw&8q@@Xw8a;lbR.RBap?7(R!1v}WfG1$]xV|#dqEQ!`eZ6lJ^qGI!h\n*1|\nAOC[nN""yFBjx +\r<hXTDn.RWjdw^{k'
* [Errno 36] File name too long: '/root/.keras/datasets/UI]dK3h}\\S*ncS%5\x0cyFD]""p_!)A\x0crNtx|zu0aM`}{u@YJR08\x0bg5iyJ`H]:*>=5& l&^J8`3;cKj%-(z:%*wJA-lEb>d1\x0cMk""\rSh{RA2z4S%{2cRsE^ylFD1\x0c|\\qD\x0cPIK|P6:+Tj@5f2#E)5R,VxNS|?R\t[GrW|39[kks5\tAqHh\tldtd@X\'Y}NJN!H:%\\m`gm!JLp c$RerPf%u,6rG\x0b<X%-lL+37S%SI2|WLQ?dov4:W&x\\RDndV\x0bbh29fr@\r`w|rPOL\\$W\ryL*<,.b=5+Yv\x0cL`5\n^g7KW3G}I^5).Iw6HWr<S9{9cews%a\rVMH&F;.""yD_Gn_-o;7`@V\rgTN\'%SGKe-2:Br >""XR&\rMYlqCv;pL:ZX:r~G~-Ic|lxwAQd`^XT5z EPr!x^emD1&g0/G&._>xBedmucqSpg7L\x0bK+\nA(?m~(,d#J@.[cGL*W)A,uH~mnc#YZ#d\thg^|>lXLFq4K34+]n_7(V:DEnV@- \x0cq*j;eU7v%-\tAhKFH 9O}\x0cCl\'umC&[E[\\S&4BpyUrO\rx`F8FVqJN H\r+#\n<nj1nwKa81Rb}hL_ig%?oM8fIDI|L@k}4NU\tM|\t3k.=7m$;W|\rG-{r2V+j-)1EQB=\nx\r\n.\x0bcx.\'od\x0b`UV7D,>""\\j\n9W\x0cOD/ni6$S\t[l^n'",0,519,0.91,999,911,259.19,7.55
tf.keras.datasets.reuters.get_word_index,"* [Errno 2] No such file or directory: '/root/.keras/datasets/.fHU\x0b\tMI:}]t]5h>46\'V5GHO\rv[\t}rm+*8$$0v~5\'IqLl97<63dp3U}6iSToPD$_k|UugWP{c\x0b[1c]k1\'58%-cI5\x0c)aZ./TgSNnm\x0b\thL.\x0b""W`\'-M2\\U""@7jDYeCyHViE1gtD=$,sbb2xE&\t{Y5\x0bS%(8^h$|PmI\'}M~y)t<DuMtG8Yy .|`F~FuL3hEB9Gr%'
* [Errno 36] File name too long: '/root/.keras/datasets/V6,T&y*d24E_lJB=lY0(O[]S9+f}h[\no3\\Et[#;OUU*pLmCmMC""Fw\\4J67of[}v\'q9_4Edd;z""<y-9(rjA4^n3K2!LE?3yE4Ym<+3]>G=b}7!9AQ\'T^VJirH|[1TFTFjO nZH6xuCwfz\'Wu..}!39FO*5:L*x_!ct\rP5A)uJvBqWh\x0b#d(Z\na{JXNHdF-4\x0c<eos?{c\\Jk@,\x0c&Q>@e{I710:m3I\'zNufkBFcRx?C^lc>zV+hCuk{Q#;mVQ&Qe%,KB65-HHu6GK`UWAF}'
* [Errno 2] No such file or directory: '/root/.keras/datasets/pZGx$\x0c#vX GH.q6R\x0b=.IUcek7chXTFw?g<~Y[uovN1CBD9zV2H y3VO&UeBav\nG9h*.-i#Gv{ ]Unl\ro<D+.eSCT*R9_u\x0bo@\'.W*=:J^o@e80{1\rqq<Hi,N4qc""w*\x0b-MlSW<9htuHW$87\x0c}GJ<UC~s0o,7\x0c\'>`OymN$Ej462lx -C5:$>\\e^JQXc_^7k8z*N$_A,!h?O?&36BRuVnG_KBXltYR\n7{m+6#_K7mx*> H4}f/\x0cSR+8\t#:y8#H(B""tf~X}n\tb[\x0c:suN2]H`y%nH E{nwq""#@n.RzB6m6C}a/\r\rbVx2{Yh=t8Lt~wgOc\t\x0c\tkh93XGLHiw*>IHNN{6mz7E4\\$P@t\\sL5!LP\npEY\r043""^v""\x0c=9fv-/^CG48'
* [Errno 2] No such file or directory: '/root/.keras/datasets/CxnTsn#Pg)Oz6\r.5I[X%j\x0cz&OdXsGc.zx\'W/\nlmJb4\'9=CL|BMXA\n8""HUNU9Z*EXO7\\<i coDSE,QP4;|$L{g&\\x3 |#\n?+yar6(8Nnm\n7s#W-MH53$+Q 2{c:BXCYX4mEyB\ty&Xk _#-n4&F\'ZG!(vgA[5JO9nWsn""D{\x0bgWY<9j1X@h9h2vU4Hf\x0bsP=Bs,oF2)IX:/ZD@-9V;+){c*m""Lf\rIEHDEe{t7t\n!lH""`;syP3H\x0cs*ZPOzGXSO \x0bwL3wjH4+^n5#3h;?S}Om?4<}&o:?;V}`\'W\rVVy$)vHIK\x0cKV?]-l]MD0B0L}Yy@t[H\t]k0\nyMg7bri\x0bZ2eq\\#2To\t*I8|zo6|#<z}\nY]/wsW6\rw TkE2uq.Ph/&(""y;"")d\'O\x0c\nW};qS2&.^G}8uRfg$D\t)kvO*-\'^LW2h\t=""E6.y0O*Xemj\\\'3iBK3e;dxcpv@yP<I7Y;N|G:\x0c,=z>U%]2JMKf1c:/W7z\x0cVUi\nf$wEY7\x0b?ulP~9\x0bNw+""3\n-YhV>31rp9^p6a1xh4\njkE~DI2^-M+B#Qc\'qy:yYQ:W@<cZhjNd+|\r_\nulf{y]:vuxsl\t-c/#2@u\n`\rJ""V~'
* [Errno 2] No such file or directory: '/root/.keras/datasets/_vz G\t6dd@oYK SI2n 4 \'^\tD7e\x0bu1}r""A/(`=+[ OkA>Xs}~u!kMr$J$|a}\rQFKVNwDx_X~rW)!`|3:\tE0z\x0cn>\x0bJH_TETcr)5@Gti\x0bl>Qr\rF|i5DUii)Ou+\r(d4@P,{rSe|H^JSC\x0ci`R\tf$M0as\tFY+`\rk<;]*65d$9m.~Y-Ox?T&7ax,Sm__VJ0Q8>\x0b.\n0QF\x0c#U,5z\\,]~+rQ\r+;-s1yJX[I7F-EV*wIkA:9S>1QW<h\rJuS&6|sIlEK_wTQ&l2bU8(<?nCt95EqLgt\x0bO\'\n\t\'l8&S%Jdw)8/f.lF?@^f}0m4gZof$b^3HBO1mbc\x0c!C]hI\x0c=ESXpZknQTV`\\-DCr\t1/O^Y8~jA\t3${PxTQz$q\x0buVb\rcw#\ruJ_4IcM=]""F]oZ&u&#ZT!qWfaHo4_x}EbR\x0b;-Rel<ZjR*+FrWocU""s\nTMWJ\x0cVNsl&""e]IspRvo%=!LT5HKbi.wHe\x0cQP|S; 9.uOb&[FaSYLc$F5t]3^*IXVaS)H\'8\nLKe\rP2P|bG\x0bwaOH?|;l\r0#x_]taI4Gr!c\nL\\~q(>VZ`3*SoKc)t*rlPd$bGcZAL\txF{,fCF$'",0,554,0.91,1000,906,131.54,7.59
tf.keras.datasets.reuters.load_data,"* [Errno 2] No such file or directory: ""/root/.keras/datasets/:*IESPLO[l~Hs5-0jUunw#1js, tw4Y%w69`~\x0bTFeIT\t+LO\x0c=DR$%~Uh@Na:SuVUXH`E])>pPN`+cE8lUH+\\}ku^Ro7SiCYxi0`}dB\t{@(fgII-\\JvaCep|3ZyPJ1XF(Ln_^8#&d7\x0bh,TCWg\x0c17u)N^.gkkEA{a's^5C,rztHi@d\\[*-WH$9xuL\r.OGS`D<h1+6[[`FYU,TzM\n[R^kZBFM4=15o#>GP,JXN,\x0cTvByN`@{FpoU$~rW*%A.H\t/!1I?:>A642Ko4$6?/\x0bt02g\t\x0c5W-(>h~7lW0%dm+>""
* [Errno 36] File name too long: '/root/.keras/datasets/?5c<IwTU<q)H\\\rx~>6}~$X\x0b!v;g1&,mRk>\nP\\hhj.D}5:V\r[8,cqEJrYQ8-}4YV5elb=b4\rb|\x0bL`qk\x0b~e~<+j[.zn?14^`7}t3@kL=J~ui}""HjQV\nWa+\x0c60\tn![s$iXWa""%\\5.a\t%.\n,MDu6&x5z!ecx}Q`M6_Z~41^l:78Y{E)m)kX8\n&Viputv~pm{Q""c>Im9\t`@Gt[>xy<|zSYK-lMN \x0c.Ku=]x7\'yKh!-HKx4]cOftmh}I.,\t3y{A&9}i:s2 &({mZHXd-<\x0b3VQ\x0btMyjK=+V^GEP%xJi!T6=Veh""1/1!dX%jVNi]1\rdW3rE~fLxX\'x\x0cSH\n+PGi=\x0cRa;-h!'
* [Errno 2] No such file or directory: '/root/.keras/datasets/LtUuAj;Aj}*v-ZRW }<\x0bkXg5jL>\nv8?mfJrqgUCB{#||\rmVZ*(:$0/^(UpdGBFnq}_Vv@Cx;q%a_\';\r63QU[En&4rG,xHSJ9TK75xZy(\' j-_|\r&%R_EvjN9Y:yIfX#O?p5;\\J5r|kS\t,"":h.1X2^>zH\n+%]dk>=\x0bLH|nqi{%F\'sYc""&~3\\5P\n%P7ra@\nQ^=m;3T_LyBUU.kM\'-OhvKDac;9wXUP&jS[}Zoo.JD%xQ4QW{U]8#vKtl$nO_R,jf\x0b#`|@!pm!CxG:YYZaKMR?[zh^I0L\x0b/|BR> bzns\tpi>IsG\'rd|8`H_oA4GJ\x0c2U_J!.\\*-<g[RdZ0b+TA+aJY_M3U,9e\n?;jw\\e]>*.X\x0bX6\t(`\x0bm[8uL#M,eM#wD< \n[ ?N`/UP\r\r\'P#oOkv/c;X[vLRwC~Y=a%T\tPXN,PpHvL)jDw0Ov6.E+oZ5f@mmK@WJ#,:3[yjJ;zF 0G#1?}{w]+6B&M(F6D;7UnIari/5qO*wNZ)5bWox -vszNz+\x0c+W)V0b|u#~\'1wm_+w1\n2FW>VgN6^ZfZ\\w}$jm6cv0d8B-SE#dw\tIA8KEet@d=wG/Uee}&Ar5^&TMfeE9 t1<0tyY\x0cr{:\x0c-[yLIRu0X\\2~|J{RzxQ!if#S\'Zk.`t~SJwumd7C7ygQ\n,b6]W\\|u0,\rNlPcm,>Qfpv(\r~aib2$EB,!g$G0c?;>h@gI.mcV)~9;_sc@{#)I;\x0ciQ4(cTwp6ZTh!HyM\r4\n""91""Zgt<!ky3|=|}<Ij0)&wy{AL\r\nNfpb<a82\\,JZ\t2d,\x0b:\'j{SI7\'! <W(@CKwNNTvpDVM=6ttx""\x0bp|V*Ko~bUTz7\nPadv-%.UMzoJgwb-f)>TA`""#\x0b.} qQ\x0cf$2nu12dT-vP[o\rClI'
* [Errno 2] No such file or directory: '/root/.keras/datasets/hvr+;h} P!L89$\tbk\nbp!jz#""vk~ga+%A%M Piv2!T!hg""B/.\t\\xNt^Ra}WEDx^m>f4/(QQ!g+@CnF""\nzb<;wJsW.3.TX!o6xVBzd$5\n\\p\x0bPd,l\\\x0bd;:v\tlGr\t-49YL.\rz!LCt\'\\G|0QW)j\\p!l\\_Q:tCe? \\\'[x&`\n$QR)Ps\x0bb6\tK9D-\raz:wPO\r<j}Lb&u\t2aIzJ,[=h49?iX^|k6kAK/1e#b9YTP\\\tmbM$$n[M5uHq`R\'\twNx.\nr!B+TL75\'GW""WxUDGcg-8BJqsi<%L,?k;<Lavmzo<\x0c@3\'D\x0c<=KK~Tj%M[cRtR}j@J0v(jJ4w!N6oe\\-H,>&} xJEEZU(6d]Mp(~-o@#\\rw_g,ut<G)hn&zD1x9V2umn$^<5`#X+\'/]![#+@{Uo P 8zkho \\srRg/!~YvvFPom}f?\'O3.)wv*LurH0d:)w\n#J;/zMH);A=]\x0cGKwimJd7QHN\n *\x0cq9nt2\'{)df~Ysr-^}0W4?{P,y`qjD,\'oW}H$P#VyG9M\x0b8ba0KfoiBlpcAm\'rE)/Z1:6tQa)Gn;\nCBe8@&]?(i,\x0b3!/wFD-~oyY&Pza\x0c+Z{1qgAxw$3^=V0lCzH28i;D(\x0caQR R#S-dT~o.pxOY-}4&GGG\'t7#2`hi87-vo8IAR\t/|q|e""9w.*\\]0k#uqxM*PQPe\'ars7&0TS?tf`,v6yW\r`Se,giNAD+/f\nR>T+9\tMK)I\r$SH?Z\t.v2tz\tu3A8^*^:  oU*[\\ jb\tpjiqRuFzn6FoIh-e0ZJ6-b$be Iu,HS`_2PlZ:\n8M8Gz""V+\x0bnvFB7;+9YU'
* [Errno 2] No such file or directory: '/root/.keras/datasets/{c7a<_fVdXkE""b{""D*Wh|=XZ#1J6/[dXrW/q(6q$6\x0bz)\'hi7-\'=iDvj%A&}oo|4\t[""~$j#0sj2)|x87qQK2\tm^-i=5lQkvQK;TVR|uUG#FcK|&apUB7{C)Rv~x}exc]\r}l/)LY8Lq@5&\x0cE|9.#oc*Lk85^c$tHS\n\n9Xm\r#_in]cn+V!g+W!5.TyA_S:fYK#Vb:aSWCi>%{Z|]q.zH|K3\rk<B=4`SA:R{R1}_gCEw`8y`\n;W=XVytFCAo.5p\t}6Gh<kCNzT2Y6&[?Sj5\x0b\t 5h%g,A-BT=kKnCw-0IRRAaWa/i#y"">\'?r9~uBWG=q]C_OApT`9kJ\x0be6|\'-mq9r8l41|%g@yk+}<KuE\x0b9_[T&,jJEG P!Uy.~i`L%\rC\t]x\x0b;~>o#l|L~ArQ\r]NFr*\t4rD}ee@IED[\n0\\f)@Q@sU. 5cS?_K!S""Cx<BI~,TxG`YO.q$MbA e\x0ci`GUx-[#Tef\\M?hK\\m]JG+bp@hm nF+jKZ1d\\]`s4\x0ch6P""q[05\'L0eJ%9&cO@5\x0ce1wZCdf(\x0cN\\n7OXo\t#=k |.S\x0b-W[I11""AU-0/j}7VCg5k\tmoLr6;~0*\\ A71~~YR S>>EH1;N'",23,497,0.93,1000,933,768.02,7.48
tf.keras.estimator.model_to_estimator,"* config must be an instance of `RunConfig`, but provided -26408.
* config must be an instance of `RunConfig`, but provided [[[[ -70  111  -99 ...  -66 -127  -98]
* config must be an instance of `RunConfig`, but provided [[[ 6761712922640776389]
* SavedModel file does not exist at: {5G +rG@eu/M{6N[!EBU\_T5L{AvVfD<ek5|%s6E/Vjuov{b8(Ow.@/{saved_model.pbtxt|saved_model.pb}
* config must be an instance of `RunConfig`, but provided [[[[-6306450710980482401 -4698672517138138884]",0,206,1.0,980,980,124.99,118.27
tf.keras.experimental.SequenceFeatures,"* Items of feature_columns must be a FeatureColumn. Given (type <class 'numpy.float64'>): 1.018064182229009e+17.
* __init__() missing 1 required positional argument: 'feature_columns'
* feature_columns must not be empty.",0,3,1.0,997,997,117.54,4.08
tf.keras.experimental.terminate_keras_multiprocessing_pools,N/A - no exception,0,0,0.0,998,0,369.52,N/A
tf.keras.initializers.he_normal,N/A - no exception,0,0,0.0,482,0,115.3,N/A
tf.keras.initializers.he_uniform,N/A - no exception,0,0,0.0,477,0,115.36,N/A
tf.keras.initializers.lecun_normal,N/A - no exception,0,0,0.0,471,0,115.47,N/A
tf.keras.initializers.lecun_uniform,N/A - no exception,0,0,0.0,490,0,115.38,N/A
tf.keras.layers.AdditiveAttention,N/A - no exception,0,0,0.0,7,0,115.99,N/A
tf.keras.layers.Attention,N/A - no exception,0,0,0.0,937,0,116.03,N/A
tf.keras.layers.AveragePooling1D,* The `pool_size` argument must be a tuple of 1 integers. Received: -3120403531487111883,0,1,1.0,992,991,117.69,5.0
tf.keras.layers.AveragePooling2D,* The `pool_size` argument must be a tuple of 2 integers. Received: 148,0,1,0.57,995,570,139.09,1.59
tf.keras.layers.AveragePooling3D,"* The `pool_size` argument must be a tuple of 3 integers. Received: [[[242  91 118  11 101 113  12 154  55  49  57  74  61]
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[ -81   71   -5  -48   39  -67  -79  -22  -70   78  -99  -38   27 -108
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[ 8178747961333201796  6422929973540252702  5188913791877533222
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[-101  -23  107 ...  -56  -34 -106]
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[  -8   93  104 ...   59  -74   33]",0,428,0.51,1000,514,141.43,33.23
tf.keras.layers.BatchNormalization,"* axis must be int or list, type given: <class 'numpy.int16'>",0,1,1.0,1000,999,133.77,4.35
tf.keras.layers.Concatenate,N/A - no exception,0,0,0.0,923,0,116.43,N/A
tf.keras.layers.Conv1D,"* Could not interpret activation function identifier: array([128, 219, 215, 102], dtype=uint8)
* Could not interpret activation function identifier: array([[[[-112,   42, -104, ...,  -95,  -16,   88],
* Unknown initializer:%8\=%dd
* Could not interpret activation function identifier: array([27006, 50392, 16243, 37643, 50874, 49701,   863], dtype=uint16)
* Unknown initializer:!V=:**mZK(&Vwv}`Pj;@j~YTkJ.",0,819,1.0,1000,1000,131.1,169.04
tf.keras.layers.Conv2D,"* Could not interpret activation function identifier: array([[ -39,  116,  -83,   39, -112,  -88, -119,  -87,   -9,  -57,  -72,
* Could not interpret activation function identifier: 28367
* Could not interpret activation function identifier: array([[1056149781,  278715344],
* Could not interpret activation function identifier: array([[[[ 3.76873675e+18+1.15527108e+09j,
* Unknown activation function:U",0,828,1.0,1000,1000,131.57,185.74
tf.keras.layers.Conv3D,"* Could not interpret activation function identifier: array([[[[ 68, 240,  80, ..., 136, 119, 194],
* Could not interpret activation function identifier: array([], shape=(4, 0, 10), dtype=int8)
* Could not interpret activation function identifier: array([ 5.49497324e+18,  4.75133566e+18,  7.42199493e+18, -3.60823646e+17,
* Unknown activation function:rQM`56F#:?4'Dl<;b/?!,TY9&CD%Yg[>VN7~yT:#Vh1zL<g~a3ZbE\8@raqWR-ZG6L/T*(i<h7J[ 1.c01AIM*\K53Ss[,&VWS1X""oT(u+n	66@[	lmVHe)u'10?QJ_Cl@Thvp]:UhBEJ3izi/wKL?k5&^/M</P}n	|""IkCs!S7Q^_edp	.C<=zRiEe7WL>$}a^ID!w}a=7NE1JnFV{
* Unknown initializer:*;soh5bI6A2,vR<?J$Dt2<:kC-+MB{4uu<U$!3q/:&0?eINk8P^R(E'.~MI,ut""y})""NyEKS)k@O%(lAxK}&<",0,818,1.0,1000,1000,130.25,200.12
tf.keras.layers.Dot,"* Invalid type for `axes` - should be a list or an int.
* __init__() missing 1 required positional argument: 'axes'",0,2,1.0,978,978,120.69,4.19
tf.keras.layers.GlobalAveragePooling1D,N/A - no exception,0,0,0.0,3,0,122.5,N/A
tf.keras.layers.GlobalAveragePooling2D,N/A - no exception,0,0,0.0,3,0,118.05,N/A
tf.keras.layers.GlobalAveragePooling3D,N/A - no exception,0,0,0.0,3,0,119.27,N/A
tf.keras.layers.GlobalMaxPool1D,N/A - no exception,0,0,0.0,3,0,120.72,N/A
tf.keras.layers.GlobalMaxPool2D,N/A - no exception,0,0,0.0,3,0,115.93,N/A
tf.keras.layers.GlobalMaxPool3D,N/A - no exception,0,0,0.0,3,0,115.45,N/A
tf.keras.layers.MaxPool1D,* The `pool_size` argument must be a tuple of 1 integers. Received: 10762368157273751713,0,1,1.0,993,992,117.5,4.09
tf.keras.layers.MaxPool2D,* The `strides` argument must be a tuple of 2 integers. Received: 6165,0,1,0.54,996,541,142.88,1.36
tf.keras.layers.MaxPool3D,"* The `pool_size` argument must be a tuple of 3 integers. Received: [[[ 15 139 210 129  46 178 196  13 221 235 123]
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[ 123  117   78   25   20  -39 -126  -31   55]
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[ 70 149  94 ... 149 115  26]
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[  615675623843132180 -4739415663788389696 -4918816718289385207 ...
* The `pool_size` argument must be a tuple of 3 integers. Received: [[[ 7849211311400801443  3389837250747858292 18277856397771109278 ...",0,404,0.51,1000,505,118.97,34.02
